repo,file,type,mech,strategy,lines,stmts,count
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/stores/user-store/user-store.js,client,callback,others,10,3,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/styleguide/index.js,client,callback,others,15,5,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/twitter-card/index.js,client,callback,consoleLog,2,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/twitter-card/index.js,client,callback,others,9,3,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/user/index.js,client,callback,others,22,7,3
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/user/model.js,client,callback,others,15,7,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/user/user.js,client,callback,others,7,7,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/utils/index.js,client,callback,reassigningError,11,5,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/validators/validators.js,client,callback,others,1,1,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/whitelist-strategy-email/index.js,client,callback,others,10,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/lib/whitelists/proto.js,client,callback,others,5,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1487112733700-update-users-maxlengths.js,client,promise,consoleLog,2,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1487112733702-update-topic-maxlengths.js,client,promise,consoleLog,2,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1487112733708-update-topic-clauses.js,client,callback,consoleLog,8,4,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1487112733708-update-topic-clauses.js,client,callback,"noUsageOfErrorArg,consoleLog",16,2,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1487112733708-update-topic-clauses.js,client,promise,"consoleLog,throwErrorObject",2,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1487113137271-add-topic-owner.js,client,callback,others,16,3,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1487113137271-add-topic-owner.js,client,promise,consoleLog,2,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1487113137271-add-topic-owner.js,client,promise,throwErrorObject,2,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1487786060173-update-topic-action.js,client,promise,consoleLog,4,4,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1495224425289-add-participant-count.js,client,promise,consoleLog,4,4,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1501737026342-update-topic-box.js,client,promise,consoleLog,4,4,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1503256241267-update-topic-votes.js,client,promise,consoleLog,4,4,2
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1503256241267-update-topic-votes.js,client,promise,others,4,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/migrations/1503424667703-add-blacklist-email.js,client,promise,consoleLog,2,2,1
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/test/api/forum/index.js,client,callback,others,26,5,3
democracyos.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/democracyos/test/utils/index.js,client,callback,others,64,23,8
docco.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docco/docco.js,server,callback,others,20,10,2
docco.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docco/docco.js,server,callback,rethrow,3,1,1
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/build/build.js,server,promise,others,1,1,1
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/build/ssr.js,server,promise,others,1,1,1
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/lib/docsify.js,server,callback,others,20,9,3
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/lib/docsify.js,server,callback,reassigningError,42,9,2
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/lib/docsify.js,server,try-catch,noUsageOfErrorArg,4,4,4
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/lib/docsify.js,server,try-catch,others,4,4,4
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/lib/docsify.js,server,try-catch,reassigningError,5,5,5
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/lib/docsify.js,server,try-catch,rethrow,20,12,4
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/lib/plugins/search.js,server,callback,others,9,4,3
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/lib/plugins/zoom-image.js,server,try-catch,noUsageOfErrorArg,3,3,3
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/src/core/event/sidebar.js,server,callback,others,2,2,1
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/src/core/router/history/html5.js,server,callback,others,9,2,1
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/src/plugins/front-matter/yaml.js,server,try-catch,empty,0,0,1
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/src/plugins/front-matter/yaml.js,server,try-catch,throwErrorObject,11,4,1
docsify.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/docsify/src/plugins/search/component.js,server,callback,others,9,4,3
dragula.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dragula/dist/dragula.js,client,callback,others,156,70,9
dragula.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dragula/dist/dragula.js,client,try-catch,empty,0,0,4
dragula.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dragula/dragula.js,client,callback,others,154,68,8
dragula.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dragula/example/example.js,client,callback,others,8,4,1
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone-amd-module.js,client,callback,break,130,5,2
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone-amd-module.js,client,callback,noUsageOfErrorArg,5,5,7
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone-amd-module.js,client,callback,others,94,37,17
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone-amd-module.js,client,callback,reassigningError,28,6,1
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone-amd-module.js,client,try-catch,empty,0,0,6
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone-amd-module.js,client,try-catch,noUsageOfErrorArg,8,8,5
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone-amd-module.js,client,try-catch,reassigningError,6,6,3
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone.js,client,callback,break,130,5,2
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone.js,client,callback,noUsageOfErrorArg,5,5,7
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone.js,client,callback,others,94,37,17
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone.js,client,callback,reassigningError,28,6,1
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone.js,client,try-catch,empty,0,0,4
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone.js,client,try-catch,noUsageOfErrorArg,5,5,3
dropzone.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/dropzone/dist/dropzone.js,client,try-catch,reassigningError,4,4,2
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/passport.js,server,callback,others,36,8,4
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/public/layouts/core.js,server,callback,others,4,1,1
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/schema/User.js,server,callback,others,8,4,3
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/schema/plugins/pagedFind.js,server,callback,noUsageOfErrorArg,4,4,2
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/schema/plugins/pagedFind.js,server,callback,others,12,8,1
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/util/sendmail/index.js,server,callback,others,55,10,4
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/util/workflow/index.js,server,event,others,2,2,1
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/account/settings/index.js,server,callback,others,390,77,33
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/account/verification/index.js,server,callback,others,100,32,14
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/admin/accounts/index.js,server,callback,others,152,58,20
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/admin/admin-groups/index.js,server,callback,others,60,19,8
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/admin/administrators/index.js,server,callback,others,194,61,23
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/admin/categories/index.js,server,callback,others,55,16,7
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/admin/index.js,server,callback,others,9,5,2
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/admin/search/index.js,server,callback,others,19,11,4
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/admin/statuses/index.js,server,callback,others,55,16,7
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/admin/users/index.js,server,callback,others,345,107,37
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/contact/index.js,server,callback,others,2,2,1
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/http/index.js,server,callback,consoleLog,16,4,1
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/login/forgot/index.js,server,callback,others,23,10,4
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/login/index.js,server,callback,others,307,44,21
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/login/reset/index.js,server,callback,others,45,12,4
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/signup/index.js,server,callback,consoleLog,4,4,2
drywall.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/server/drywall/views/signup/index.js,server,callback,others,332,61,24
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/benchmark/dep/jquery/jquery-2.2.4.js,client,callback,others,1,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/benchmark/dep/jquery/jquery-2.2.4.js,client,try-catch,empty,0,0,15
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/benchmark/dep/jquery/jquery-2.2.4.js,client,try-catch,noUsageOfErrorArg,22,6,6
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/benchmark/dep/jquery/jquery-2.2.4.js,client,try-catch,"noUsageOfErrorArg,returnLiteral",3,3,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/benchmark/dep/jquery/jquery-2.2.4.js,client,try-catch,others,8,2,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/benchmark/dep/jquery/jquery-2.2.4.js,client,try-catch,rethrow,19,5,5
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/benchmark/dep/lodash/lodash.js,client,try-catch,empty,0,0,10
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/benchmark/dep/lodash/lodash.js,client,try-catch,others,3,3,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/build/amd2common.js,client,callback,noUsageOfErrorArg,6,2,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.common.js,client,callback,break,67,26,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.common.js,client,callback,noUsageOfErrorArg,24,14,4
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.common.js,client,callback,others,499,190,47
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.common.js,client,callback,reassigningError,24,10,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.common.js,client,callback,returnLiteral,10,6,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.common.js,client,try-catch,empty,0,0,8
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.common.js,client,try-catch,noUsageOfErrorArg,3,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.common.js,client,try-catch,"throwErrorObject,rethrow",6,6,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.js,client,callback,break,67,26,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.js,client,callback,noUsageOfErrorArg,26,16,6
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.js,client,callback,others,736,262,65
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.js,client,callback,reassigningError,24,10,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.js,client,callback,returnLiteral,10,6,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.js,client,try-catch,empty,0,0,8
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.js,client,try-catch,noUsageOfErrorArg,3,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.js,client,try-catch,others,2,2,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.js,client,try-catch,"throwErrorObject,rethrow",6,6,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.simple.js,client,callback,break,67,26,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.simple.js,client,callback,others,187,63,14
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.simple.js,client,callback,reassigningError,18,8,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts-en.simple.js,client,try-catch,empty,0,0,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.common.js,client,callback,break,67,26,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.common.js,client,callback,noUsageOfErrorArg,24,14,4
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.common.js,client,callback,others,499,190,47
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.common.js,client,callback,reassigningError,24,10,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.common.js,client,callback,returnLiteral,10,6,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.common.js,client,try-catch,empty,0,0,8
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.common.js,client,try-catch,noUsageOfErrorArg,3,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.common.js,client,try-catch,"throwErrorObject,rethrow",6,6,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.js,client,callback,break,67,26,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.js,client,callback,noUsageOfErrorArg,26,16,6
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.js,client,callback,others,736,262,65
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.js,client,callback,reassigningError,24,10,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.js,client,callback,returnLiteral,10,6,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.js,client,try-catch,empty,0,0,8
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.js,client,try-catch,noUsageOfErrorArg,3,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.js,client,try-catch,others,2,2,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.js,client,try-catch,"throwErrorObject,rethrow",6,6,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.simple.js,client,callback,break,67,26,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.simple.js,client,callback,others,187,63,14
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.simple.js,client,callback,reassigningError,18,8,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/dist/echarts.simple.js,client,try-catch,empty,0,0,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/map/js/province/taiwan.js,client,callback,others,1516,4,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/chart/graph/GraphView.js,client,callback,others,21,10,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/chart/helper/LargeLineDraw.js,client,callback,others,5,3,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/chart/helper/LargeSymbolDraw.js,client,callback,others,5,3,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/chart/sunburst/SunburstView.js,client,callback,noUsageOfErrorArg,1,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/chart/sunburst/SunburstView.js,client,callback,others,18,3,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/chart/tree/TreeView.js,client,callback,others,19,8,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/chart/treemap/TreemapView.js,client,callback,noUsageOfErrorArg,1,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/chart/treemap/TreemapView.js,client,callback,others,169,19,4
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/axisPointer/AxisPointerView.js,client,callback,others,8,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/axisPointer/BaseAxisPointer.js,client,callback,others,1,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/axisPointer/globalListener.js,client,callback,noUsageOfErrorArg,1,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/axisPointer/globalListener.js,client,callback,others,6,4,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/dataZoom/InsideZoomView.js,client,callback,noUsageOfErrorArg,1,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/dataZoom/InsideZoomView.js,client,callback,others,32,24,4
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/dataZoom/SliderZoomView.js,client,callback,others,12,10,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/helper/BrushController.js,client,callback,noUsageOfErrorArg,22,12,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/helper/BrushController.js,client,callback,others,81,20,6
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/helper/BrushController.js,client,callback,returnLiteral,10,6,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/helper/MapDraw.js,client,callback,others,48,18,5
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/helper/RoamController.js,client,callback,others,77,33,8
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/helper/brushHelper.js,client,callback,others,1,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/helper/cursorHelper.js,client,callback,others,3,3,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/parallel.js,client,callback,others,27,10,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/timeline/SliderTimelineView.js,client,callback,others,3,3,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/toolbox/feature/DataView.js,client,callback,others,8,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/toolbox/feature/DataView.js,client,try-catch,"throwErrorObject,rethrow",4,4,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/tooltip/TooltipContent.js,client,callback,reassigningError,6,2,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/tooltip/TooltipRichContent.js,client,callback,others,49,12,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/tooltip/TooltipView.js,client,callback,others,139,47,5
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/component/visualMap/ContinuousView.js,client,callback,others,23,12,4
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/coord/geo/geoJSONLoader.js,client,try-catch,"throwErrorObject,rethrow",1,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/coord/geo/geoSVGLoader.js,client,try-catch,"throwErrorObject,rethrow",1,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/echarts.js,client,callback,others,29,6,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/stream/Scheduler.js,client,callback,others,84,18,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/stream/Scheduler.js,client,try-catch,empty,0,0,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/stream/task.js,client,callback,others,6,6,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/util/graphic.js,client,callback,others,8,4,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/util/layout.js,client,callback,break,67,26,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/src/util/layout.js,client,callback,others,40,23,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/build/test-transform.js,client,try-catch,"noUsageOfErrorArg,consoleLog",2,2,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/caseFrame.js,client,callback,noUsageOfErrorArg,3,3,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/caseFrame.js,client,callback,others,5,5,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/caseFrame.js,client,callback,returnLiteral,2,2,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/draggable.js,client,callback,others,3,1,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/esl.js,client,callback,break,20,2,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/esl.js,client,callback,noUsageOfErrorArg,2,2,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/esl.js,client,callback,others,108,32,20
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/esl.js,client,callback,reassigningError,35,3,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/esl.js,client,callback,"reassigningError,returnLiteral",23,7,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/esl.js,client,callback,throwErrorObject,12,5,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/esl.js,client,callback,"throwErrorObject,rethrow",19,5,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/esl.js,client,try-catch,rethrow,15,6,3
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/requireES.js,client,callback,others,13,4,1
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/rollup.browser.js,client,callback,break,62,10,2
echarts.csv,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/test/lib/rollup.browser.js,client,callback,others,254,46,12
