index,file,repo
21,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-generator/test/fixtures/types/HashbangLiteral/input.js,babel
22,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-generator/test/fixtures/types/HashbangLiteral/output.js,babel
23,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-node/bin/babel-node.js,babel
24,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/bin/babel-parser.js,babel
25,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/comments/interpreter-directive/interpreter-directive-import/input.js,babel
26,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/comments/interpreter-directive/interpreter-directive-object/input.js,babel
27,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/core/uncategorised/257/input.js,babel
28,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/core/uncategorised/258/input.js,babel
29,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2015/for-in/bare-initializer/input.js,babel
30,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2015/identifiers/invalid-escape-seq-const/input.js,babel
31,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2015/identifiers/invalid-escape-seq-export/input.js,babel
32,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2015/identifiers/invalid-escape-seq-import/input.js,babel
33,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2015/regex/duplicate-flags/input.js,babel
34,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2015/statements/label-invalid-const/input.js,babel
35,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2015/statements/label-invalid-let/input.js,babel
36,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2015/uncategorised/.343/input.js,babel
37,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2015/yield/parameter-default-inside-arrow-inside-generator-3/input.js,babel
38,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2016/exponentiation-operator/13/input.js,babel
39,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2016/exponentiation-operator/14/input.js,babel
40,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2016/exponentiation-operator/9/input.js,babel
41,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2017/async-functions/export-async/input.js,babel
42,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/es2017/async-functions/no-method-asi/input.js,babel
43,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/esprima/es2015-template-literals/.strict-octal-literal/input.js,babel
44,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/esprima/es2015-yield/invalid-yield-generator-arrow-default/input.js,babel
45,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/esprima/es2015-yield/yield-generator-parameter-object-pattern/input.js,babel
46,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/esprima/expression-primary/literal/regular-expression/u-flag-invalid-range-4-hex.js,babel
47,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/esprima/expression-primary/literal/regular-expression/u-flag-invalid-range-var-hex.js,babel
48,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/esprima/invalid-syntax/.migrated_0035/input.js,babel
49,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/experimental/_no-plugin/class-properties-without-initializer/input.js,babel
50,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/experimental/async-generators/class-method-no-asi/input.js,babel
51,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/experimental/uncategorised/44/input.js,babel
52,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-parser/test/fixtures/experimental/uncategorised/45/input.js,babel
53,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-class-properties/test/fixtures/public/instance-undefined/input.js,babel
54,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-class-properties/test/fixtures/public/static-undefined/exec.js,babel
55,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-class-properties/test/fixtures/public/static-undefined/input.js,babel
56,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-class-properties/test/fixtures/public-loose/instance-undefined/input.js,babel
57,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-class-properties/test/fixtures/public-loose/static-undefined/exec.js,babel
58,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-class-properties/test/fixtures/public-loose/static-undefined/input.js,babel
59,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-class-properties/test/fixtures/static-property-tdz/edgest-case/exec.js,babel
60,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-class-properties/test/fixtures/static-property-tdz/edgest-case/input.js,babel
61,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-unicode-property-regex/test/fixtures/with-unicode-flag/script-extensions/input.js,babel
62,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-unicode-property-regex/test/fixtures/with-unicode-flag/simple/input.js,babel
63,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-unicode-property-regex/test/fixtures/with-unicode-flag/unicode-10/input.js,babel
64,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-unicode-property-regex/test/fixtures/with-unicode-flag/unicode-11/input.js,babel
65,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-unicode-property-regex/test/fixtures/without-unicode-flag/script-extensions/input.js,babel
66,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-unicode-property-regex/test/fixtures/without-unicode-flag/simple/input.js,babel
67,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-unicode-property-regex/test/fixtures/without-unicode-flag/unicode-10/input.js,babel
68,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-proposal-unicode-property-regex/test/fixtures/without-unicode-flag/unicode-11/input.js,babel
69,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-transform-dotall-regex/test/fixtures/dotall-regex/simple/input.js,babel
70,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-plugin-transform-dotall-regex/test/fixtures/dotall-regex/with-unicode-flag/input.js,babel
71,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-preset-env/test/fixtures/sanity/regex-dot-all/exec.js,babel
72,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/babel/packages/babel-preset-env/test/fixtures/sanity/regex-dot-all/input.js,babel
73,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/bootstrap/build/change-version.js,bootstrap
74,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/bootstrap/build/generate-sri.js,bootstrap
75,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/bootstrap/build/lint-vars.js,bootstrap
76,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/bootstrap/build/vnu-jar.js,bootstrap
77,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/closure-library/closure-deps/bin/closuremakedeps.js,closure-library
78,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/closure-library/closure-deps/bin/getjsversion.js,closure-library
79,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/create-react-app/packages/create-react-app/index.js,create-react-app
80,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/create-react-app/packages/react-scripts/bin/react-scripts.js,create-react-app
81,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/create-react-app/tasks/cra.js,create-react-app
82,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/create-react-app/tasks/screencast-start.js,create-react-app
83,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/create-react-app/tasks/screencast.js,create-react-app
84,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/echarts/build/build.js,echarts
85,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/hospitalrun-frontend/script/server.js,hospitalrun-frontend
86,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/jQuery-File-Upload/bower-version-update.js,jQuery-File-Upload
87,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/jsdoc/jsdoc.js,jsdoc
88,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/mapbox-gl-js/build/check-bundle-size.js,mapbox-gl-js
89,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/mapbox-gl-js/src/style-spec/util/eval_support.js,mapbox-gl-js
90,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/meteor/scripts/doctool.js,meteor
91,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/mithril.js/docs/lint.js,mithril.js
92,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/pdf.js/test/chromium/test-telemetry.js,pdf.js
93,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/bin/prettier.js,prettier
94,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/scripts/build-docs.js,prettier
95,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/scripts/generate-schema.js,prettier
96,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/scripts/release/release.js,prettier
97,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/scripts/test-dist.js,prettier
98,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/tests/binary-expressions/exp.js,prettier
99,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/tests/comments/trailing_space.js,prettier
100,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/tests/flow_comments/class.js,prettier
101,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/tests/function/function_expression.js,prettier
102,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/tests/shebang/shebang-newline.js,prettier
103,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/tests/shebang/shebang.js,prettier
104,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/tests/template/parenthesis.js,prettier
105,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/tests/update_expression/update_expression.js,prettier
106,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/tests_integration/cli/with-shebang/issue1890.js,prettier
107,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/prettier/website/playground/EditorState.js,prettier
108,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/progressbar.js/tools/release.js,progressbar.js
109,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/raven-js/packages/raven-js/scripts/deploy.js,raven-js
110,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/raven-js/packages/raven-js/scripts/generate-plugin-combinations.js,raven-js
111,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/riot/bin/index.js,riot
112,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/riot/lib/browser/common/util/misc/uid.js,riot
113,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/sinon/build.js,sinon
114,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/ui-router/scripts/bower_release.js,ui-router
115,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/ui-router/scripts/npm_angular_ui_router_release.js,ui-router
116,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/web3.js/example/node-app.js,web3.js
117,/home/local/CIN/lms7/project/extract-metrics/data/repo-today/client/web3.js/gulpfile.js,web3.js
