,repo,alert,break,consoleLog,continue,count,empty,has_error_arguments,lines,noUsageOfErrorArg,reassigningError,rereturn,rethrow,returnErrorObject,returnLiteral,returnNull,returnUndefined,stmts,throwErrorObject,throwLiteral,throwNull,throwUndefined,Unnamed: 0,strict_global,strict_local,total_files,total_logical_lines,type
87,list.js.csv,0.0,0.0,0.0,0.0,33,0.0,33.0,179,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,31,False,True,33,7577,client
88,lodash.csv,0.0,0.0,0.0,0.0,3,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,27,False,False,3,5181,server
89,loopback.csv,0.0,2.0,8.0,0.0,1022,4.0,1022.0,8061,142.0,13.0,0.0,1.0,0.0,2.0,0.0,0.0,2811,1.0,0.0,0.0,0.0,5,True,False,1022,25973,server
90,mapbox-gl-js.csv,0.0,0.0,12.0,0.0,267,0.0,231.0,1542,35.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,570,1.0,0.0,0.0,0.0,1,True,True,267,39411,client
91,markdown-here.csv,0.0,0.0,8.0,0.0,112,5.0,112.0,527,35.0,10.0,0.0,9.0,0.0,10.0,0.0,0.0,214,0.0,0.0,0.0,0.0,59,True,True,113,15911,client
92,materialize.csv,0.0,16.0,0.0,0.0,422,4.0,422.0,4152,82.0,8.0,0.0,0.0,0.0,46.0,4.0,0.0,1462,0.0,0.0,0.0,0.0,66,False,True,211,19932,client
93,materialize.csv,0.0,16.0,0.0,0.0,422,4.0,422.0,4152,82.0,8.0,0.0,0.0,0.0,46.0,4.0,0.0,1462,0.0,0.0,0.0,0.0,77,False,True,211,19932,server
94,metalsmith.csv,0.0,0.0,0.0,0.0,44,0.0,44.0,286,7.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,147,1.0,0.0,0.0,0.0,23,False,False,44,1074,server
95,meteor.csv,2.0,42.0,22.0,12.0,2394,224.0,2382.0,19634,440.0,182.0,0.0,308.0,0.0,138.0,54.0,0.0,6596,34.0,0.0,0.0,0.0,12,True,True,1199,194381,client
96,meteor.csv,2.0,42.0,22.0,12.0,2394,224.0,2382.0,19634,440.0,182.0,0.0,308.0,0.0,138.0,54.0,0.0,6596,34.0,0.0,0.0,0.0,11,True,True,1199,194381,server
97,mithril.js.csv,0.0,0.0,4.0,0.0,393,15.0,386.0,1176,156.0,36.0,0.0,32.0,0.0,2.0,0.0,0.0,559,8.0,0.0,0.0,0.0,35,True,True,393,27226,client
98,mobx.csv,0.0,0.0,0.0,0.0,6,0.0,6.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,47,False,False,6,168,server
99,mocha.csv,0.0,0.0,5.0,0.0,201,3.0,201.0,1302,14.0,10.0,0.0,3.0,0.0,3.0,0.0,0.0,638,1.0,0.0,0.0,0.0,7,True,True,201,13950,server
100,mojs.csv,0.0,0.0,1.0,0.0,52,15.0,52.0,120,24.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,62,0.0,0.0,0.0,0.0,16,False,True,52,38399,client
101,moment-timezone.csv,0.0,0.0,0.0,0.0,9,6.0,9.0,17,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,80,True,True,9,30576,server
102,moment.csv,0.0,0.0,1.0,0.0,22,7.0,22.0,26,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,81,True,True,22,161791,server
103,mongo-express.csv,0.0,0.0,3.0,1.0,70,2.0,70.0,888,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,207,0.0,0.0,0.0,0.0,19,True,False,70,2856,server
104,mongoose.csv,0.0,3.0,68.0,3.0,3179,1.0,3166.0,36676,111.0,69.0,0.0,148.0,0.0,3.0,2.0,0.0,10936,2.0,0.0,0.0,0.0,95,True,False,3179,81426,server
105,mousetrap.csv,0.0,0.0,5.0,2.0,124,13.0,124.0,587,21.0,24.0,0.0,9.0,0.0,14.0,0.0,0.0,247,0.0,0.0,0.0,0.0,30,False,True,125,8793,client
106,mysql.csv,0.0,0.0,3.0,0.0,574,1.0,570.0,5155,6.0,34.0,0.0,24.0,0.0,1.0,0.0,0.0,2051,12.0,0.0,0.0,0.0,26,False,False,574,13059,server
107,natural.csv,0.0,0.0,11.0,0.0,47,0.0,47.0,318,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,104,0.0,0.0,0.0,0.0,73,True,True,47,18315,server
108,nedb.csv,0.0,26.0,26.0,0.0,1199,3.0,1198.0,13524,206.0,61.0,0.0,46.0,0.0,43.0,0.0,0.0,3041,18.0,0.0,0.0,0.0,63,False,True,1199,27886,server
109,nightwatch.csv,0.0,0.0,4.0,0.0,293,11.0,278.0,1194,32.0,16.0,0.0,20.0,2.0,8.0,2.0,0.0,555,2.0,0.0,0.0,0.0,4,False,False,293,25031,server
110,node-http-proxy.csv,0.0,0.0,3.0,0.0,34,0.0,32.0,122,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,84,False,False,34,3102,server
111,node-inspector.csv,0.0,10.0,9.0,5.0,529,26.0,528.0,4159,57.0,9.0,0.0,24.0,0.0,16.0,7.0,0.0,1461,2.0,0.0,0.0,0.0,44,False,True,529,115539,server
112,node-mongodb-native.csv,0.0,18.0,14.0,0.0,4626,50.0,4614.0,73153,302.0,65.0,0.0,77.0,0.0,38.0,2.0,0.0,14333,11.0,0.0,0.0,0.0,92,True,True,4626,88381,server
113,node-opencv.csv,0.0,1.0,37.0,2.0,96,0.0,96.0,1022,41.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,451,17.0,1.0,0.0,0.0,83,True,False,96,2138,server
114,node-postgres.csv,0.0,0.0,13.0,0.0,166,0.0,164.0,1117,26.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,428,2.0,0.0,0.0,0.0,94,True,False,166,6904,server
115,node-restify.csv,0.0,1.0,1.0,0.0,490,5.0,490.0,2459,61.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1530,2.0,0.0,0.0,0.0,76,True,False,490,13827,server
116,node-serialport.csv,0.0,0.0,17.0,0.0,238,0.0,238.0,869,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,497,1.0,0.0,0.0,0.0,65,True,False,238,5169,server
117,node.csv,0.0,686.0,159.0,43.0,6495,316.0,6395.0,134473,807.0,1365.0,0.0,790.0,0.0,174.0,27.0,3.0,28475,47.0,5.0,0.0,0.0,35,True,True,6495,932438,server
118,nodemailer.csv,0.0,0.0,4.0,0.0,328,13.0,328.0,2152,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1006,0.0,0.0,0.0,0.0,24,True,False,328,13807,server
119,nodemon.csv,0.0,0.0,2.0,0.0,43,6.0,38.0,175,18.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,67,0.0,0.0,0.0,0.0,10,True,False,43,4408,server
120,notifyjs.csv,0.0,0.0,0.0,0.0,5,0.0,5.0,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,18,False,False,5,608,client
121,nuxt.js.csv,0.0,0.0,1.0,0.0,35,2.0,34.0,251,2.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,69,0.0,0.0,0.0,0.0,8,False,False,35,8671,server
122,openlayers.csv,1.0,1.0,2.0,1.0,272,3.0,262.0,1182,40.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,487,1.0,0.0,0.0,0.0,71,False,False,272,86763,server
123,openui5.csv,5.0,134.0,30.0,33.0,5186,382.0,5079.0,134572,1596.0,261.0,0.0,226.0,1.0,278.0,67.0,23.0,15364,86.0,5.0,0.0,0.0,34,True,True,5203,1137763,client
124,passport.csv,0.0,0.0,0.0,0.0,101,0.0,101.0,379,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,276,0.0,0.0,0.0,0.0,64,False,False,101,6476,server
125,pdf.js.csv,0.0,12.0,12.0,8.0,602,19.0,576.0,4272,103.0,12.0,0.0,58.0,0.0,11.0,1.0,2.0,1367,12.0,0.0,0.0,0.0,73,True,True,603,76529,client
126,peerflix.csv,0.0,0.0,0.0,0.0,1,0.0,1.0,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,97,False,False,1,184,server
127,perfect-scrollbar.csv,0.0,4.0,5.0,0.0,71,0.0,71.0,926,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,307,0.0,0.0,0.0,0.0,61,True,True,71,4547,client
128,phaser.csv,0.0,0.0,4.0,0.0,227,20.0,219.0,459,121.0,4.0,0.0,1.0,0.0,28.0,0.0,0.0,258,4.0,0.0,0.0,0.0,19,True,True,227,184376,client
129,plyr.csv,0.0,0.0,1.0,0.0,330,48.0,285.0,709,153.0,6.0,0.0,25.0,0.0,50.0,5.0,0.0,329,8.0,0.0,0.0,0.0,62,False,True,330,22601,client
130,pm2.csv,0.0,0.0,87.0,0.0,864,31.0,864.0,6237,168.0,5.0,0.0,10.0,3.0,33.0,6.0,0.0,2139,2.0,0.0,0.0,0.0,69,True,True,864,18740,server
131,postcss.csv,0.0,0.0,0.0,0.0,13,0.0,13.0,38,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,21,False,False,13,3864,server
132,pouchdb.csv,0.0,72.0,19.0,14.0,3300,61.0,3285.0,41952,432.0,208.0,0.0,100.0,0.0,66.0,10.0,0.0,7365,28.0,8.0,0.0,0.0,39,True,True,3300,90659,server
