,err,hypothesis_test,kurtosis_client,kurtosis_server,max_client,max_server,mean_client,mean_server,metric,min_client,min_server,nobs_client,nobs_server,p_value,skewness_client,skewness_server,statistic,variance_client,variance_server
15,,ttest_ind,7.900380496859308,55.92474963249936,0.0008400047913873301,0.0005469549921676045,5.665148593077343e-05,8.599921260496925e-06,numberOfWindowOnErrorReturns,0.0,0.0,86.0,106.0,0.007277077588766889,2.9645000734540394,7.491621104206676,2.713155330399582,2.82976820529623e-08,4.0407623036578604e-09
16,,ttest_ind,16.402427970470605,48.019230769230795,0.0005040028748323981,0.00018231833072253483,2.5395493693105328e-05,3.4399685041987705e-06,numberOfWindowOnErrorThatReturns,0.0,0.0,86.0,106.0,0.007857981198766269,3.8045810504893365,7.072427501871666,2.6866038575437567,6.320549259203067e-09,6.211962743243427e-10
17,,ttest_ind,10.328383438426814,48.019230769230795,0.00033600191655493205,0.00018231833072253483,2.1488494663396817e-05,3.4399685041987705e-06,numberOfWindowOnErrorThatReturnsLiteral,0.0,0.0,86.0,106.0,0.011288056717090995,3.257535951700206,7.072427501871666,2.55861660633996,4.513574883328277e-09,6.211962743243427e-10
18,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowOnErrorContinues,,,,,,,,,,
19,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowOnErrorThatContinues,,,,,,,,,,
20,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowOnErrorBreaks,,,,,,,,,,
21,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowOnErrorThatBreaks,,,,,,,,,,
22,,ttest_ind,,,,,,,numberOfWindowAddEventListener,,,,,0.487062657612923,,,-0.6963467964029821,,
23,,ttest_ind,,,,,,,numberOfWindowAddEventListenerLines,,,,,0.30657908174785464,,,1.0251855588972725,,
24,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerEmptyHandler,,,,,,,,,,
25,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerNoUsageOfErrorArgument,,,,,,,,,,
26,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerThatThrows,,,,,,,,,,
27,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerRethrows,,,,,,,,,,
28,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerThatRethrows,,,,,,,,,,
29,,mannwhitneyu,,,,,,,numberOfWindowAddEventListenerUniqueStatement,,,,,0.18666319827106165,,,4515.0,,
30,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerUniqueConsole,,,,,,,,,,
31,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerThrows,,,,,,,,,,
32,,mannwhitneyu,,,,,,,numberOfWindowAddEventListenerReturns,,,,,0.13572430026813026,,,4505.0,,
33,,mannwhitneyu,,,,,,,numberOfWindowAddEventListenerThatReturns,,,,,0.13572430026813026,,,4505.0,,
34,,mannwhitneyu,,,,,,,numberOfWindowAddEventListenerThatReturnsLiteral,,,,,0.13572430026813026,,,4505.0,,
35,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerContinues,,,,,,,,,,
36,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerThatContinues,,,,,,,,,,
37,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerBreaks,,,,,,,,,,
38,All numbers are identical in mannwhitneyu,,,,,,,,numberOfWindowAddEventListenerThatBreaks,,,,,,,,,,
39,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnError,,,,,,,,,,
40,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorLines,,,,,,,,,,
41,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorEmptyHandler,,,,,,,,,,
42,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorOnNoUsageOfErrorArgument,,,,,,,,,,
43,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorUniqueStatement,,,,,,,,,,
44,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorUniqueConsole,,,,,,,,,,
45,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorThrows,,,,,,,,,,
46,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorThatThrows,,,,,,,,,,
47,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorRethrows,,,,,,,,,,
48,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorThatRethrows,,,,,,,,,,
49,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorReturns,,,,,,,,,,
50,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorThatReturns,,,,,,,,,,
51,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorThatReturnsLiteral,,,,,,,,,,
52,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorContinues,,,,,,,,,,
53,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorThatContinues,,,,,,,,,,
54,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorBreaks,,,,,,,,,,
55,All numbers are identical in mannwhitneyu,,,,,,,,numberOfElementOnErrorThatBreaks,,,,,,,,,,
56,,ttest_ind,,,,,,,tryCatchNumberOfTries,,,,,0.5206911012250066,,,0.6435803662634678,,
57,,ttest_ind,,,,,,,tryCatchNumberOfEmptyTries,,,,,0.864384374193307,,,-0.17102720295744517,,
58,,ttest_ind,,,,,,,tryCatchNumberOfTriesLines,,,,,0.48251485366889557,,,0.7037821591937585,,
59,,ttest_ind,,,,,,,tryCatchNumberOfTriesWithUniqueStatement,,,,,0.5162489267163803,,,0.6504571016082311,,
60,,ttest_ind,,,,,,,tryCatchNumberOfCatches,,,,,0.5173862386358156,,,0.6486989149080268,,
61,,ttest_ind,,,,,,,tryCatchNumberOfEmptyCatches,,,,,0.5078837897023395,,,0.66349132278473,,
62,,ttest_ind,,,,,,,tryCatchNumberOfCatchesNoUsageOfErrorArgument,,,,,0.32350354216055444,,,0.9898557218006959,,
63,,ttest_ind,,,,,,,tryCatchNumberOfCatchesLines,,,,,0.33381607740202757,,,0.9689216042239139,,
64,,ttest_ind,,,,,,,tryCatchNumberOfCatchesWithUniqueConsole,,,,,0.2587216457988271,,,1.1328097470075582,,
65,,ttest_ind,,,,,,,tryCatchNumberOfCatchesWithUniqueStatement,,,,,0.6082229420019971,,,0.5135382038971589,,
66,,mannwhitneyu,,,,,,,tryCatchNumberOfCatchesAlertOnly,,,,,0.13572430026813026,,,4505.0,,
67,,ttest_ind,,,,,,,tryCatchNumberOfErrorReassigning,,,,,0.874899123361429,,,0.15766242440992012,,
68,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThrows,,,,,0.26823100317396775,,,1.1103976318765614,,
69,All numbers are identical in mannwhitneyu,,,,,,,,tryCatchNumberOfCatchesThrowsLiteral,,,,,,,,,,
70,All numbers are identical in mannwhitneyu,,,,,,,,tryCatchNumberOfCatchesThrowsErrorObject,,,,,,,,,,
71,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatThrows,,,,,0.2030498706196293,,,1.2773144853864693,,
72,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatThrowsLiteral,,,,,0.3530712020360929,,,-0.9309298140967163,,
73,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatThrowsLiteralOnly,,,,,0.2342055242385933,,,-1.1933877967622144,,
74,All numbers are identical in mannwhitneyu,,,,,,,,tryCatchNumberOfCatchesThatThrowsUndefined,,,,,,,,,,
75,All numbers are identical in mannwhitneyu,,,,,,,,tryCatchNumberOfCatchesThatThrowsUndefinedOnly,,,,,,,,,,
76,All numbers are identical in mannwhitneyu,,,,,,,,tryCatchNumberOfCatchesThatThrowsNull,,,,,,,,,,
77,All numbers are identical in mannwhitneyu,,,,,,,,tryCatchNumberOfCatchesThatThrowsNullOnly,,,,,,,,,,
78,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatThrowsErrorObject,,,,,0.8155525753137045,,,0.2335967837057206,,
79,,ttest_ind,,,,,,,tryCatchNumberOfCatchesRethrows,,,,,0.2256672281640153,,,1.2155430722708152,,
80,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatRethrows,,,,,0.21860212517937444,,,1.2343362136709823,,
81,,ttest_ind,,,,,,,tryCatchNumberOfCatchesReturns,,,,,0.562296526969961,,,0.5805588535811056,,
82,,ttest_ind,,,,,,,tryCatchNumberOfCatchesReturnsLiteral,,,,,0.5307211283040517,,,0.6281719592190969,,
83,,mannwhitneyu,,,,,,,tryCatchNumberOfCatchesReturnsErrorObject,,,,,0.05911725592916226,,,4429.0,,
84,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatReturns,,,,,0.5143391473784269,,,0.6534669058577337,,
85,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatReturnsLiteral,,,,,0.5330269863724455,,,0.6246468990834295,,
86,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatReturnsUndefined,,,,,0.8397837297350481,,,0.20247708240222298,,
87,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatReturnsNull,,,,,0.7664878220345132,,,0.29742175620438094,,
88,,mannwhitneyu,,,,,,,tryCatchNumberOfCatchesThatReturnsErrorObject,,,,,0.05911725592916226,,,4429.0,,
89,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatRereturns,,,,,0.8510782870976696,,,-0.18799871694709613,,
90,,ttest_ind,,,,,,,tryCatchNumberOfCatchesContinues,,,,,0.9056003160449999,,,-0.11874818219975712,,
91,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatContinues,,,,,0.9056003160449999,,,-0.11874818219975712,,
92,,ttest_ind,,,,,,,tryCatchNumberOfCatchesBreaks,,,,,0.6914095123549073,,,-0.3975482302730743,,
93,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatBreaks,,,,,0.7353578758615915,,,-0.3385039905543144,,
94,,ttest_ind,,,,,,,tryCatchNumberOfCatchesBreaksOnly,,,,,0.47301911050551704,,,-0.7190083824964789,,
95,,ttest_ind,,,,,,,tryCatchNumberOfFinallies,,,,,0.5952414553517447,,,0.5322113458657033,,
96,,ttest_ind,,,,,,,tryCatchNumberOfFinalliesLines,,,,,0.4456999636490462,,,0.7643254909748138,,
97,,ttest_ind,,,,,,,promiseNumberOfPromises,,,,,0.7178089643752212,,,-0.36192699965252006,,
98,,ttest_ind,,,,,,,promiseNumberOfResolves,,,,,0.7353521762337301,,,0.3385106590414629,,
99,,ttest_ind,16.42822987528257,18.81166595461164,0.08366447722217808,0.040839306081847805,0.004731375824977009,0.002339178582855164,promiseNumberOfRejects,0.0,0.0,86.0,106.0,0.09621234848430944,3.799024358301223,4.132080523485388,1.671787215347534,0.00016915125743127533,3.89816072584561e-05
100,,ttest_ind,,,,,,,promiseNumberOfPromiseThens,,,,,0.3955152606992629,,,-0.8515872548926282,,
101,,ttest_ind,,,,,,,promiseNumberOfPromiseThenFulfilledLines,,,,,0.457498397837642,,,-0.7444924869008496,,
102,,ttest_ind,,,,,,,promiseNumberOfPromiseThenRejectedLines,,,,,0.22818193898401903,,,1.2089562955745932,,
103,,ttest_ind,,,,,,,promiseNumberOfPromiseCatches,,,,,0.6310064710331692,,,-0.4810894636016178,,
104,,ttest_ind,,,,,,,promiseNumberOfPromiseCatchesLines,,,,,0.8493377379585512,,,-0.19022266016333242,,
105,,ttest_ind,,,,,,,promiseNumberOfEmptyFunctionsOnPromiseCatches,,,,,0.25159664930221093,,,1.1499820609941285,,
106,,ttest_ind,,,,,,,promiseNumberOfFunctionsOnCatchesNoUsageOfErrorArgument,,,,,0.6485966494929319,,,0.45643762049750086,,
107,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesWithNoArg,,,,,,,,,,
108,,ttest_ind,,,,,,,promiseNumberOfCatchesFunctionWithNoArg,,,,,0.15022555392158488,,,1.4445708436613227,,
109,,ttest_ind,,,,,,,promiseNumberOfCatchesWithUniqueConsole,,,,,0.1424291044663113,,,1.4729131793782315,,
110,,ttest_ind,,,,,,,promiseNumberOfCatchesWithUniqueStatement,,,,,0.5247635310133516,,,0.6371970645004967,,
111,,mannwhitneyu,,,,,,,promiseNumberOfCatchesAlertOnly,,,,,0.13572430026813026,,,4505.0,,
112,,ttest_ind,,,,,,,promiseNumberOfErrorReassigning,,,,,0.22881997944622867,,,-1.2072933777179515,,
113,,ttest_ind,,,,,,,promiseNumberOfCatchesThrows,,,,,0.8483461935935867,,,-0.19152540844559077,,
114,,ttest_ind,,,,,,,promiseNumberOfCatchesThrowsLiteral,,,,,0.4614522311872391,,,0.737955037034836,,
115,,ttest_ind,,,,,,,promiseNumberOfCatchesThrowsErrorObject,,,,,0.3051653045263041,,,1.0281949212012473,,
116,,ttest_ind,,,,,,,promiseNumberOfCatchesThatThrows,,,,,0.8503795526027581,,,0.18889139460989135,,
117,,ttest_ind,,,,,,,promiseNumberOfCatchesThatThrowsLiteral,,,,,0.5854156341343756,,,0.5464239573694364,,
118,,mannwhitneyu,,,,,,,promiseNumberOfCatchesThatThrowsLiteralOnly,,,,,0.18666319827106165,,,4515.0,,
119,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatThrowsUndefined,,,,,,,,,,
120,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatThrowsUndefinedOnly,,,,,,,,,,
121,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatThrowsNull,,,,,,,,,,
122,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatThrowsNullOnly,,,,,,,,,,
123,,ttest_ind,,,,,,,promiseNumberOfCatchesThatThrowsErrorObject,,,,,0.3051653045263041,,,1.0281949212012473,,
124,,ttest_ind,,,,,,,promiseNumberOfCatchesRethrows,,,,,0.9191187129597799,,,-0.10167897711205605,,
125,,ttest_ind,,,,,,,promiseNumberOfCatchesThatRethrows,,,,,0.8773532290050009,,,0.1545333719210198,,
126,,ttest_ind,,,,,,,promiseNumberOfCatchesReturns,,,,,0.8856525349362061,,,0.14400070180293997,,
127,,ttest_ind,,,,,,,promiseNumberOfCatchesReturnsLiteral,,,,,0.5903379375483819,,,0.5392612716142751,,
128,,mannwhitneyu,,,,,,,promiseNumberOfCatchesReturnsErrorObject,,,,,0.18666319827106165,,,4515.0,,
129,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturns,,,,,0.7651479595947525,,,0.29915603937271174,,
130,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturnsLiteral,,,,,0.5903379375483819,,,0.5392612716142751,,
131,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturnsLiteralOnly,,,,,0.696653257990107,,,-0.39050281852419416,,
132,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatReturnsUndefined,,,,,,,,,,
133,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatReturnsUndefinedOnly,,,,,,,,,,
134,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturnsNull,,,,,0.592459369566827,,,-0.536191721642501,,
135,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturnsNullOnly,,,,,0.38972021532209733,,,-0.8620982545490858,,
136,,mannwhitneyu,,,,,,,promiseNumberOfCatchesThatReturnsErrorObject,,,,,0.18666319827106165,,,4515.0,,
137,,ttest_ind,,,,,,,promiseNumberOfCatchesThatRereturns,,,,,0.38381351127357455,,,-0.8729108493490999,,
138,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesContinues,,,,,,,,,,
139,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatContinues,,,,,,,,,,
140,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesBreaks,,,,,,,,,,
141,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatBreaks,,,,,,,,,,
142,,ttest_ind,,,,,,,promiseNumberOfCatchesRejectsLiteral,,,,,0.34456019951080397,,,0.9478292040498656,,
143,,ttest_ind,16.42822987528257,18.81166595461164,0.08366447722217808,0.040839306081847805,0.004731375824977009,0.002339178582855164,promiseNumberOfCatchesNonAnErrorObject,0.0,0.0,86.0,106.0,0.09621234848430944,3.799024358301223,4.132080523485388,1.671787215347534,0.00016915125743127533,3.89816072584561e-05
144,,ttest_ind,,,,,,,promiseNumberOfChainingCatches,,,,,0.9609406597578924,,,0.04904463566612224,,
145,,ttest_ind,,,,,,,promiseNumberOfNonCaughtPromises,,,,,0.3064873834430158,,,1.0253804661294217,,
146,,ttest_ind,,,,,,,promiseNumberOfPromiseRaces,,,,,0.1716902956394176,,,-1.3719706574661077,,
147,,ttest_ind,,,,,,,promiseNumberOfPromiseAll,,,,,0.6401031534828141,,,-0.46831080330809916,,
148,,ttest_ind,,,,,,,asyncAwaitNumberOfAsyncs,,,,,0.6732899359332212,,,-0.42229122393065616,,
149,,ttest_ind,,,,,,,asyncAwaitNumberOfAwaits,,,,,0.34956724763791525,,,-0.9377424826541704,,
150,,ttest_ind,,,,,,,asyncAwaitNumberOfTries,,,,,0.5036421536610998,,,-0.6700457609137646,,
151,,ttest_ind,,,,,,,asyncAwaitNumberOfTriesLines,,,,,0.34642519729914223,,,-0.9438887569212002,,
152,,ttest_ind,,,,,,,asyncAwaitNumberOfCatches,,,,,0.46195209884125266,,,-0.7371307851717941,,
153,,mannwhitneyu,,,,,,,asyncAwaitNumberOfEmptyCatches,,,,,0.10208652726055334,,,4472.0,,
154,,mannwhitneyu,,,,,,,asyncAwaitNumberOfCatchesNoUsageOfErrorArgument,,,,,0.10208962781987296,,,4472.0,,
155,,ttest_ind,,,,,,,asyncAwaitNumberOfCatchesLines,,,,,0.5907603678448264,,,-0.5386478696051563,,
156,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfCatchesWithUniqueConsole,,,,,,,,,,
157,,mannwhitneyu,,,,,,,asyncAwaitNumberOfCatchesWithUniqueStatement,,,,,0.10208962781987296,,,4472.0,,
158,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfAwaitErrorArgsOnCatches,,,,,,,,,,
159,,ttest_ind,,,,,,,asyncAwaitNumberOfHandlersThrows,,,,,0.5403035686962403,,,-0.6134635731269092,,
160,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThrowsLiteral,,,,,,,,,,
161,,mannwhitneyu,,,,,,,asyncAwaitNumberOfHandlersThrowsErrorObject,,,,,0.18666319827106165,,,4515.0,,
162,,ttest_ind,,,,,,,asyncAwaitNumberOfHandlersThatThrows,,,,,0.5403035686962403,,,-0.6134635731269092,,
163,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsLiteral,,,,,,,,,,
164,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsLiteralOnly,,,,,,,,,,
165,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsUndefined,,,,,,,,,,
166,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsUndefinedOnly,,,,,,,,,,
167,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsNull,,,,,,,,,,
168,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsNullOnly,,,,,,,,,,
169,,mannwhitneyu,,,,,,,asyncAwaitNumberOfHandlersThatThrowsErrorObject,,,,,0.18666319827106165,,,4515.0,,
170,,ttest_ind,,,,,,,asyncAwaitNumberOfHandlersRethrows,,,,,0.6611626734842087,,,0.43899679625166754,,
171,,ttest_ind,,,,,,,asyncAwaitNumberOfHandlersThatRethrows,,,,,0.6611626734842087,,,0.43899679625166754,,
172,,ttest_ind,,,,,,,asyncAwaitNumberOfHandlersReturns,,,,,0.7945073600905103,,,-0.26082835283473477,,
173,,ttest_ind,,,,,,,asyncAwaitNumberOfHandlersReturnsLiteral,,,,,0.5854156341343756,,,0.5464239573694364,,
174,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersReturnsErrorObject,,,,,,,,,,
175,,ttest_ind,,,,,,,asyncAwaitNumberOfHandlersThatReturns,,,,,0.9629635495445965,,,-0.046496282945246374,,
176,,ttest_ind,,,,,,,asyncAwaitNumberOfHandlersThatReturnsLiteral,,,,,0.5854156341343756,,,0.5464239573694364,,
177,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatReturnsLiteralOnly,,,,,,,,,,
178,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatReturnsUndefined,,,,,,,,,,
179,,mannwhitneyu,,,,,,,asyncAwaitNumberOfHandlersThatReturnsNull,,,,,0.13572430026813026,,,4505.0,,
180,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatReturnsErrorObject,,,,,,,,,,
181,,mannwhitneyu,,,,,,,asyncAwaitNumberOfHandlersThatRereturns,,,,,0.10208652726055334,,,4472.0,,
182,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersContinues,,,,,,,,,,
183,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatContinues,,,,,,,,,,
184,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersBreaks,,,,,,,,,,
185,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersThatBreaks,,,,,,,,,,
186,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfHandlersBreaksOnly,,,,,,,,,,
187,All numbers are identical in mannwhitneyu,,,,,,,,asyncAwaitNumberOfBreaksOnCatchesUniqueStatement,,,,,,,,,,
188,,ttest_ind,,,,,,,asyncAwaitNumberOfFinallies,,,,,0.7327191831749875,,,0.34201290627686626,,
189,,ttest_ind,,,,,,,asyncAwaitNumberOfFinalliesLines,,,,,0.6154630286808912,,,0.503119448179381,,
190,,ttest_ind,18.826772660704233,51.778986480937995,0.007392042164208505,0.03974539609751259,0.0004317233927827905,0.001535945937124751,eventsNumberOfEventMethodsOn,0.0,0.0,86.0,106.0,0.02520455033153026,3.970799597428643,6.6373994872813356,-2.2560879231971747,1.2156651777079193e-06,1.9596989367370365e-05
191,,ttest_ind,51.94559046989759,26.81074249900665,0.0010080057496647961,0.004375639937340836,2.1488494663396817e-05,0.00018059834647043545,eventsNumberOfEventMethodsOnce,0.0,0.0,86.0,106.0,0.013878621216794184,6.962471019108493,4.821969038441042,-2.4834268073343497,1.4475100288791868e-08,3.4094417246702514e-07
192,,ttest_ind,,,,,,,eventsNumberOfEventMethodsEmit,,,,,0.16793850404422436,,,-1.3841423594425997,,
193,,ttest_ind,23.171486566687282,47.13554693647989,0.03931222423692705,0.09863421692089135,0.0018577780386263975,0.004148602016063717,eventsNumberOfEventOnLines,0.0,0.0,86.0,106.0,0.08670264219990453,4.573530869683595,6.246407571425763,-1.7219685100609023,3.3132269023009816e-05,0.0001252335392323356
194,,ttest_ind,,,,,,,eventsNumberOfEventOnEmptyFunctions,,,,,0.16904393601992931,,,-1.3805348997231333,,
195,,ttest_ind,,,,,,,eventsNumberOfEventOnNoUsageOfErrorArgument,,,,,0.2566135474476033,,,-1.1378557053491254,,
196,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfEventOnWithUniqueConsole,,,,,,,,,,
197,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfEventOnWithUniqueStatement,,,,,,,,,,
198,,ttest_ind,75.26461063201408,31.975123735894805,0.005040028748323981,0.02224283634814925,7.618648107931598e-05,0.0007567930709237295,eventsNumberOfEventOnceLines,0.0,0.0,86.0,106.0,0.040118011625767246,8.665360987988336,5.500122788046361,-2.066704942807105,3.039307733883249e-07,9.071532277355747e-06
199,,mannwhitneyu,,,,,,,eventsNumberOfEventOnceEmptyFunctions,,,,,0.10208652726055334,,,4472.0,,
200,,ttest_ind,81.01176470588229,36.97358064996375,0.00016800095827746602,0.0005469549921676045,1.953499514854256e-06,1.5479858268894467e-05,eventsNumberOfEventOnceNoUsageOfErrorArgument,0.0,0.0,86.0,106.0,0.07111861177104324,9.111079228383572,5.6179642598810196,-1.8148847300215103,3.2818979049008003e-10,4.506659509401117e-09
201,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfEventOnceWithUniqueConsole,,,,,,,,,,
202,All numbers are identical in mannwhitneyu,,,,,,,,eventsNumberOfEventOnceWithUniqueStatement,,,,,,,,,,
203,,ttest_ind,,,,,,,eventsNumberOfEventEmitLines,,,,,0.11179558401059808,,,-1.5975918762853076,,
204,,mannwhitneyu,,,,,,,eventsNumberOfCatchesAlertOnly,,,,,0.18666319827106165,,,4515.0,,
205,,ttest_ind,,,,,,,eventsNumberOfErrorReassigning,,,,,0.33288841215846354,,,-0.970787312042751,,
206,,ttest_ind,,,,,,,eventsNumberOfHandlersThrows,,,,,0.6627264677198452,,,-0.43683581207129135,,
