,err,hypothesis_test,kurtosis_client,kurtosis_server,max_client,max_server,mean_client,mean_server,metric,min_client,min_server,nobs_client,nobs_server,p_value,skewness_client,skewness_server,statistic,variance_client,variance_server
79,,ttest_ind,1898.4859197108726,1332.1613316419118,0.015120086244971942,0.0072927332289013935,1.4709309424926366e-05,8.894084544419437e-06,tryCatchNumberOfCatchesRethrows,0.0,0.0,32551.0,35053.0,3.6606835387963925e-05,35.56293109711822,31.18983489630214,4.12818978460348,5.007581620397558e-08,1.8090409619401002e-08
80,,ttest_ind,1937.4267395382558,1337.6644747061032,0.015120086244971942,0.007110414898178858,1.4575119233681424e-05,8.686035783146467e-06,tryCatchNumberOfCatchesThatRethrows,0.0,0.0,32551.0,35053.0,2.2657839490805142e-05,35.86163185278504,31.189852210641078,4.237245155160467,4.92750710216277e-08,1.7119210091446554e-08
81,,ttest_ind,2707.0724566384683,995.8106590515058,0.049560282691852475,0.02716543127765769,4.0943491813312587e-05,3.235678359697855e-05,tryCatchNumberOfCatchesReturns,0.0,0.0,32551.0,35053.0,0.017708737080991407,36.23167299926172,25.383008339833687,2.371710605082248,2.6807265884613737e-07,1.7773403473432226e-07
82,,ttest_ind,265.40192405422755,541.026216141831,0.005712032581433844,0.008022006551791533,1.60718559821827e-05,1.0360828311393873e-05,tryCatchNumberOfCatchesReturnsLiteral,0.0,0.0,32551.0,35053.0,3.3899930616540455e-05,15.464666532594492,21.018741125017254,4.145828617318786,3.874761377832455e-08,2.5787056265971756e-08
83,,mannwhitneyu,-3.0,17521.722306756117,0.0,0.00036463666144506967,0.0,2.0804876127296932e-08,tryCatchNumberOfCatchesReturnsErrorObject,0.0,0.0,32551.0,35053.0,0.047548850887786154,0.0,127.37848265145335,570456275.0,0.0,5.6893948951147956e-12
84,,ttest_ind,2969.3776033790455,1034.3514119893275,0.04687226735941302,0.022425154678871784,3.784163393107373e-05,2.8741936369860703e-05,tryCatchNumberOfCatchesThatReturns,0.0,0.0,32551.0,35053.0,0.005420647850727246,38.1195337025946,25.858054116201444,2.781001520616543,2.2848650190913406e-07,1.363328652754529e-07
85,,ttest_ind,253.54990406149273,538.7441362646649,0.005376030664878913,0.008022006551791533,1.598411624175332e-05,1.0308816121075629e-05,tryCatchNumberOfCatchesThatReturnsLiteral,0.0,0.0,32551.0,35053.0,3.268657812590606e-05,15.228520289489632,20.954986961465583,4.15417363956548,3.8000379181222535e-08,2.546570779760367e-08
86,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatReturnsUndefined,,,,,0.94432807644031,,,0.06983138077441452,,
87,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatReturnsNull,,,,,0.26468602701960137,,,1.115392966890771,,
88,,mannwhitneyu,-3.0,17521.722306756117,0.0,0.00036463666144506967,0.0,2.0804876127296932e-08,tryCatchNumberOfCatchesThatReturnsErrorObject,0.0,0.0,32551.0,35053.0,0.047548850887786154,0.0,127.37848265145335,570456275.0,0.0,5.6893948951147956e-12
89,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatRereturns,,,,,0.49656953445919383,,,-0.6799009085740152,,
90,,ttest_ind,,,,,,,tryCatchNumberOfCatchesContinues,,,,,0.6436089710494,,,-0.46266085386566014,,
91,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatContinues,,,,,0.6436089710494,,,-0.46266085386566014,,
92,,ttest_ind,,,,,,,tryCatchNumberOfCatchesBreaks,,,,,0.3808743210375647,,,-0.8762921944294443,,
93,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatBreaks,,,,,0.42972506775811337,,,-0.7896669492162522,,
94,,ttest_ind,8631.347800396345,5026.127424916902,0.0005040028748323981,0.0007292733228901393,5.6772773219014045e-08,1.4563413289107852e-07,tryCatchNumberOfCatchesBreaksOnly,0.0,0.0,32551.0,35053.0,0.08234295992195896,88.09873285305447,67.3981944912309,-1.7372763412870824,1.8206016741681443e-11,6.825672309826475e-11
95,,ttest_ind,1607.4837641039742,392.3239559116376,0.014112080495307145,0.005469549921676045,1.430157768998981e-05,1.0709309986526096e-05,tryCatchNumberOfFinallies,0.0,0.0,32551.0,35053.0,0.007365189845680431,31.079270845335817,18.493268757081974,2.679945899243436,3.9371073940156036e-08,2.192485519855497e-08
96,,ttest_ind,2409.499949922889,705.4239747275841,0.05644832198122858,0.023883701324652062,4.401954388954279e-05,2.8715930274701587e-05,tryCatchNumberOfFinalliesLines,0.0,0.0,32551.0,35053.0,0.00023980122959860485,38.78538836797259,21.771405571650565,3.673109737399155,4.3469464905565823e-07,1.613800330251756e-07
97,,ttest_ind,1418.3652516061927,14201.453642669763,0.015960091036359272,0.08423106879381109,1.9421449602104532e-05,2.7524851116413837e-05,promiseNumberOfPromises,0.0,0.0,32551.0,35053.0,0.020053880965927973,33.14974487631595,102.15142188026734,-2.325393340926801,7.949806047006012e-08,3.214573064583372e-07
98,,ttest_ind,,,,,,,promiseNumberOfResolves,,,,,0.8300832373134609,,,0.21459564447886528,,
99,,ttest_ind,4088.1513852578073,1808.1023308369174,0.022512128409180446,0.006928096567456324,1.2500332430586548e-05,7.073657883280957e-06,promiseNumberOfRejects,0.0,0.0,32551.0,35053.0,0.00010621896728532983,53.479132834767604,36.14229183822358,3.8761579635164596,5.625769658621131e-08,1.1559107156584582e-08
100,,ttest_ind,2762.3611856188013,2080.92462846305,0.06400836510371455,0.096811033613666,4.999616856114446e-05,9.237365000519838e-05,promiseNumberOfPromiseThens,0.0,0.0,32551.0,35053.0,1.659605639694597e-07,44.023311041219955,38.123270182350616,-5.23446043204778,5.779371731022422e-07,1.5968043498750034e-06
101,,ttest_ind,2239.3605498019037,3502.6156703172956,0.2775375830743739,0.6773125986342169,0.0002466054433797918,0.0004481890439722941,promiseNumberOfPromiseThenFulfilledLines,0.0,0.0,32551.0,35053.0,9.623386888775056e-06,41.62875496697091,48.75234071418123,-4.4258039082142835,1.5942413470639543e-05,5.272449129968073e-05
102,,ttest_ind,3074.176389976772,1374.9290426735138,0.034608197405158,0.012944601481299974,1.8745337484678093e-05,1.056887707266684e-05,promiseNumberOfPromiseThenRejectedLines,0.0,0.0,32551.0,35053.0,0.0030701175102056106,49.763254189873365,33.541689531932825,2.9607356898485575,2.1561192200399222e-07,4.8031824855522235e-08
103,,ttest_ind,3274.1963993372005,3279.3123397419618,0.01058406037148036,0.018778788064421088,6.446290340958959e-06,1.0792529491035282e-05,promiseNumberOfPromiseCatches,0.0,0.0,32551.0,35053.0,0.0008431653392380276,51.05913796718387,47.38953456505615,-3.338371331858394,1.802807987943605e-08,3.8431152688047765e-08
104,,ttest_ind,3089.4994415232354,1527.2205166699014,0.02268012936745791,0.02114892636381404,1.3264184288442373e-05,1.7023589891160715e-05,promiseNumberOfPromiseCatchesLines,0.0,0.0,32551.0,35053.0,0.09510320680530635,49.96983302660054,32.630821827390015,-1.66909488741484,8.913430840682369e-08,8.236347193465425e-08
105,,ttest_ind,4423.232819027379,13349.724826550428,0.0016800095827746602,0.002005501637947883,4.59343346953841e-07,2.3405485643209048e-07,promiseNumberOfEmptyFunctionsOnPromiseCatches,0.0,0.0,32551.0,35053.0,0.0866674668059854,61.07963029398096,109.92617298579398,1.7132699834938447,3.4576455698854294e-10,2.4176289615050936e-10
106,,ttest_ind,,,,,,,promiseNumberOfFunctionsOnCatchesNoUsageOfErrorArgument,,,,,0.6339017970705141,,,0.47624441852874616,,
107,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesWithNoArg,,,,,,,,,,
108,,ttest_ind,2798.6483859543227,6903.1358933671145,0.0023520134158845243,0.002005501637947883,1.192228237599295e-06,5.461279983415445e-07,promiseNumberOfCatchesFunctionWithNoArg,0.0,0.0,32551.0,35053.0,0.001411353930741962,48.06235446693289,72.09288763256228,3.192451068807928,1.069455280816974e-09,3.401430960954632e-10
109,,ttest_ind,,,,,,,promiseNumberOfCatchesWithUniqueConsole,,,,,0.10702259596063081,,,1.6117427642837672,,
110,,ttest_ind,,,,,,,promiseNumberOfCatchesWithUniqueStatement,,,,,0.4450956258546831,,,0.7636212855393325,,
111,,mannwhitneyu,,,,,,,promiseNumberOfCatchesAlertOnly,,,,,0.1497069742943679,,,570487575.0,,
112,,ttest_ind,6505.2001536287125,4376.847560427185,0.00016800095827746602,0.00036463666144506967,2.5805806008642748e-08,8.321950450918773e-08,promiseNumberOfErrorReassigning,0.0,0.0,32551.0,35053.0,0.04531565166668135,80.66721858121004,63.67179502342126,-2.0017496531759837,4.334867370508188e-12,2.2752385317828003e-11
113,,ttest_ind,,,,,,,promiseNumberOfCatchesThrows,,,,,0.399512196457278,,,-0.8424980765911015,,
114,,ttest_ind,,,,,,,promiseNumberOfCatchesThrowsLiteral,,,,,0.5169659203706921,,,0.6480328255405203,,
115,,ttest_ind,,,,,,,promiseNumberOfCatchesThrowsErrorObject,,,,,0.363021232778705,,,0.9096293972715405,,
116,,ttest_ind,,,,,,,promiseNumberOfCatchesThatThrows,,,,,0.9479962829615622,,,-0.06522345047473876,,
117,,ttest_ind,,,,,,,promiseNumberOfCatchesThatThrowsLiteral,,,,,0.650903235107227,,,0.45250977202691056,,
118,,mannwhitneyu,,,,,,,promiseNumberOfCatchesThatThrowsLiteralOnly,,,,,0.16761800221970147,,,570488826.0,,
119,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatThrowsUndefined,,,,,,,,,,
120,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatThrowsUndefinedOnly,,,,,,,,,,
121,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatThrowsNull,,,,,,,,,,
122,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatThrowsNullOnly,,,,,,,,,,
123,,ttest_ind,,,,,,,promiseNumberOfCatchesThatThrowsErrorObject,,,,,0.363021232778705,,,0.9096293972715405,,
124,,ttest_ind,,,,,,,promiseNumberOfCatchesRethrows,,,,,0.547955094761087,,,-0.6008302102364648,,
125,,ttest_ind,,,,,,,promiseNumberOfCatchesThatRethrows,,,,,0.9135284759320732,,,-0.1085894188605871,,
126,,ttest_ind,,,,,,,promiseNumberOfCatchesReturns,,,,,0.7623257676133355,,,-0.30242927966602906,,
127,,ttest_ind,,,,,,,promiseNumberOfCatchesReturnsLiteral,,,,,0.6030150865221148,,,0.5200720137677474,,
128,,mannwhitneyu,,,,,,,promiseNumberOfCatchesReturnsErrorObject,,,,,0.16761800221970147,,,570488826.0,,
129,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturns,,,,,0.9313250917107383,,,0.0861781039125264,,
130,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturnsLiteral,,,,,0.6030150865221148,,,0.5200720137677474,,
131,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturnsLiteralOnly,,,,,0.52906726887391,,,-0.6294337295188139,,
132,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatReturnsUndefined,,,,,,,,,,
133,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatReturnsUndefinedOnly,,,,,,,,,,
134,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturnsNull,,,,,0.31900409834406046,,,-0.9965138696735003,,
135,,ttest_ind,,,,,,,promiseNumberOfCatchesThatReturnsNullOnly,,,,,0.32405718452932575,,,-0.9861619350189107,,
136,,mannwhitneyu,,,,,,,promiseNumberOfCatchesThatReturnsErrorObject,,,,,0.16761800221970147,,,570488826.0,,
137,,ttest_ind,10845.333425504916,7880.757900975624,0.00016800095827746602,0.0005469549921676045,1.548348360518565e-08,6.761584741371503e-08,promiseNumberOfCatchesThatRereturns,0.0,0.0,32551.0,35053.0,0.05599466398378196,104.15053252626664,83.15275796452158,-1.9111100539040267,2.6010802527247663e-12,2.1806434343027086e-11
138,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesContinues,,,,,,,,,,
139,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatContinues,,,,,,,,,,
140,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesBreaks,,,,,,,,,,
141,All numbers are identical in mannwhitneyu,,,,,,,,promiseNumberOfCatchesThatBreaks,,,,,,,,,,
142,,ttest_ind,,,,,,,promiseNumberOfCatchesRejectsLiteral,,,,,0.17715785891507146,,,1.349571909810148,,
143,,ttest_ind,4088.1513852578073,1808.1023308369174,0.022512128409180446,0.006928096567456324,1.2500332430586548e-05,7.073657883280957e-06,promiseNumberOfCatchesNonAnErrorObject,0.0,0.0,32551.0,35053.0,0.00010621896728532983,53.479132834767604,36.14229183822358,3.8761579635164596,5.625769658621131e-08,1.1559107156584582e-08
144,,ttest_ind,,,,,,,promiseNumberOfChainingCatches,,,,,0.7306244669977671,,,-0.3442963937632759,,
145,,ttest_ind,3821.547228832509,1167.6557363447052,0.023520134158845244,0.008386643213236603,1.4575119233681424e-05,9.955133226911581e-06,promiseNumberOfNonCaughtPromises,0.0,0.0,32551.0,35053.0,0.0036732523663958435,53.51528930456061,30.258655923492395,2.9050399276425143,6.499224645168591e-08,2.1973630947868808e-08
146,,ttest_ind,9410.758974685494,8532.906508122085,0.00033600191655493205,0.0016408649765028134,3.612812841209985e-08,2.4445729449573893e-07,promiseNumberOfPromiseRaces,0.0,0.0,32551.0,35053.0,0.02114157419139594,93.94499977301639,89.081421888103,-2.305500442385187,9.536868045537873e-12,2.5693079231637865e-10
147,,ttest_ind,2228.863975638775,5257.318785621914,0.0036960210821042525,0.008751279874681672,2.5134855052418033e-06,3.7240728267861503e-06,promiseNumberOfPromiseAll,0.0,0.0,32551.0,35053.0,0.028793812293820224,42.512018770233546,62.00674199680628,-2.1863447062602046,2.9843330879671715e-09,7.20841891034357e-09
148,,ttest_ind,2517.919809592328,14547.071213892757,0.0013440076662197282,0.006381141575288719,6.915956010316257e-07,1.3003047579560582e-06,asyncAwaitNumberOfAsyncs,0.0,0.0,32551.0,35053.0,0.016753866052026556,43.64000818102793,104.25704516334093,-2.392124660417698,3.047432273037804e-10,1.8247438671569808e-09
149,,ttest_ind,3041.0416152824773,3358.838259697039,0.026544151407839632,0.05852418416193368,9.697821898047944e-06,2.6640643881003717e-05,asyncAwaitNumberOfAwaits,0.0,0.0,32551.0,35053.0,1.9099026761861344e-05,50.4205055139291,50.97003656890498,-4.27547623380174,1.0078947443062202e-07,4.175760463024204e-07
150,,ttest_ind,,,,,,,asyncAwaitNumberOfTries,,,,,0.22737290575015437,,,-1.2071648038526406,,
151,,ttest_ind,,,,,,,asyncAwaitNumberOfTriesLines,,,,,0.227856474306843,,,-1.2059098460764448,,
