"numberOfCallbackErrorFunctions","numberOfFirstErrorArgFunctions","numberOfEmptyCallbacks","numberOfConsoleStatementOnly","numberOfLogicalLines","numberOfPhysicalLines"
0,0,0,0,103,117
0,0,0,0,302,342
0,0,0,0,145,164
0,0,0,0,39,48
0,0,0,0,390,456
0,0,0,0,25,27
0,0,0,0,27,29
0,0,0,0,158,192
0,0,0,0,171,182
0,0,0,0,28,37
0,0,0,0,206,247
0,0,0,0,12,14
0,0,0,0,63,85
0,0,0,0,3,8
0,0,0,0,11,19
0,0,0,0,76,97
0,0,0,0,45,59
0,0,0,0,130,166
0,0,0,0,181,235
0,0,0,0,400,451
0,0,0,0,3,9
0,0,0,0,114,128
0,0,0,0,109,123
1,0,0,0,854,918
0,0,0,0,68,84
0,0,0,0,32,34
0,0,0,0,93,123
0,0,0,0,228,256
0,0,0,0,101,130
0,0,0,0,360,449
0,0,0,0,148,203
0,0,0,0,32,32
0,0,0,0,53,67
0,0,0,0,51,81
0,0,0,0,73,99
0,0,0,0,558,744
0,0,0,0,12,12
0,0,0,0,25,36
0,0,0,0,18,28
0,0,0,0,65,86
0,0,0,0,46,64
0,0,0,0,175,229
0,0,0,0,56,67
0,0,0,0,15,17
0,0,0,0,18,29
0,0,0,0,492,601
0,0,0,0,51,61
0,0,0,0,57,67
0,0,0,0,15,16
0,0,0,0,594,689
0,0,0,0,28,32
0,0,0,0,8,10
0,0,0,0,15,20
0,0,0,0,39,43
0,0,0,0,14,17
0,0,0,0,50,57
0,1,0,0,77,102
0,0,0,0,25,27
0,0,0,0,82,148
0,0,0,0,3,8
0,0,0,0,3,9
0,0,0,0,140,199
0,0,0,0,12,12
0,0,0,0,10,16
0,0,0,0,25,32
0,0,0,0,72,95
0,0,0,0,36,46
0,0,0,0,17,19
0,0,0,0,215,292
0,0,0,0,83,109
0,0,0,0,78,104
0,0,0,0,95,146
0,0,0,0,30,30
0,0,0,0,3,9
0,8,0,0,107,147
0,0,0,0,77,108
0,0,0,0,189,256
0,3,0,0,62,83
0,0,0,0,17,19
0,0,0,0,173,208
0,0,0,0,182,229
0,0,0,0,121,166
0,0,0,0,195,238
0,0,0,0,7,8
0,0,0,0,17,20
0,0,0,0,8,9
0,0,0,0,16,18
0,0,0,0,29,32
0,0,0,0,496,603
0,0,0,0,486,595
0,0,0,0,269,320
0,0,0,0,204,266
0,0,0,0,221,283
0,0,0,0,57,67
0,1,0,0,178,211
0,0,0,0,18,20
0,0,0,0,35,44
0,0,0,0,66,83
0,0,0,0,45,69
0,0,0,0,61,74
0,0,0,0,235,257
0,0,0,0,1030,1152
0,0,0,0,82,102
0,0,0,0,87,107
0,0,0,0,21,23
0,0,0,0,20,23
0,0,0,0,20,23
0,0,0,0,21,23
0,0,0,0,22,24
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,56,59
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,25
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,19,21
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,20,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,22
0,0,0,0,19,21
0,0,0,0,21,26
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,24
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,24
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,21,23
0,0,0,0,55,81
0,0,0,0,68,112
0,0,0,0,40,66
0,0,0,0,49,739
0,0,0,0,41,64
0,0,0,0,63,96
0,0,0,0,21,36
0,0,0,0,50,75
0,0,0,0,32,49
0,0,0,0,39,62
0,0,0,0,212,290
0,0,0,0,46,73
0,0,0,0,41,65
0,0,0,0,32,46
0,0,0,0,587,732
0,0,0,0,455,588
0,0,0,0,354,414
0,0,0,0,246,326
0,0,0,0,1528,1855
0,0,0,0,671,848
0,0,0,0,578,820
0,0,0,0,205,288
0,0,0,0,488,605
0,1,0,0,116,166
0,0,0,0,437,516
0,0,0,0,73,104
0,0,0,0,566,804
0,0,0,0,201,260
0,0,0,0,520,636
0,0,0,0,723,1073
0,0,0,0,360,476
1,0,0,0,1060,1353
0,0,0,0,198,272
0,0,0,0,381,493
0,0,0,0,3,6
0,0,0,0,15,20
0,0,0,0,4,9
0,0,0,0,424,640
0,0,0,0,13,42
0,0,0,0,4,6
0,0,0,0,103,197
0,1,0,0,103,174
0,0,0,0,169,264
0,1,0,0,336,562
0,6,0,0,564,839
0,0,0,0,98,171
0,1,0,1,276,428
0,0,0,0,416,596
0,0,0,0,57,114
0,0,0,0,64,125
0,0,0,0,58,114
0,1,0,0,557,841
0,0,0,0,6,10
0,0,0,0,423,549
0,3,0,1,285,468
0,0,0,0,79,120
0,0,0,0,230,345
0,0,0,0,493,694
0,0,0,0,104,235
0,0,0,0,24,68
0,4,0,2,266,477
0,0,0,0,3,4
0,0,0,0,23,81
0,0,0,0,32,92
0,0,0,0,0,50
0,1,0,0,44,102
0,2,0,2,17,61
0,0,0,0,92,189
0,0,0,0,25,62
0,0,0,0,51,115
0,1,0,1,60,163
0,4,0,4,112,229
0,3,0,0,38,86
0,1,0,1,33,80
0,1,0,1,36,79
0,0,0,0,33,78
0,0,0,0,124,339
0,0,0,0,20,59
0,2,0,1,68,158
0,0,0,0,12,46
0,0,0,0,12,32
0,0,0,0,50,140
0,0,0,0,54,129
0,1,0,1,37,116
0,2,0,1,31,84
0,3,0,1,125,355
0,1,0,0,38,95
0,0,0,0,113,231
0,0,0,0,23,55
0,1,0,1,34,76
0,0,0,0,13,40
0,0,0,0,35,79
0,1,0,0,102,230
0,0,0,0,145,386
0,0,0,0,83,88
0,0,0,0,73,89
0,0,0,0,19,39
0,0,0,0,41,70
0,0,0,0,33,44
0,0,0,0,49,64
0,0,0,0,16,42
0,0,0,0,60,124
0,0,0,0,11,19
0,0,0,0,8,10
0,0,0,0,12,22
0,0,0,0,5,5
0,0,0,0,62,134
0,0,0,0,20,53
0,0,0,0,25,26
0,2,0,2,69,74
0,1,0,0,35,37
1,4,1,0,510,596
0,0,0,0,1,1
0,0,0,0,13,15
0,0,0,0,15,17
0,15,0,6,1258,1705
0,0,0,0,28,69
0,0,0,0,12,41
0,0,0,0,593,927
0,0,0,0,89,205
0,0,0,0,226,367
0,0,0,0,1,1
0,0,0,0,6,6
0,0,0,0,135,191
0,0,0,0,361,475
0,0,0,0,21,50
0,0,0,0,13,41
0,0,0,0,46,82
0,0,0,0,253,348
0,1,0,0,68,105
0,0,0,0,92,138
0,0,0,0,25,54
0,0,0,0,79,119
0,0,0,0,64,120
0,0,0,0,42,75
0,0,0,0,48,78
0,0,0,0,239,312
1,0,0,0,333,435
0,0,0,0,39,76
0,0,0,0,38,74
0,0,0,0,260,328
0,0,0,0,1,1
0,0,0,0,1,1
0,1,0,0,310,452
0,0,0,0,13,16
0,0,0,0,19,20
0,1,0,0,62,76
0,0,0,0,64,69
0,0,0,0,8,9
0,0,0,0,8,9
0,0,0,0,27,30
0,0,0,0,8,8
0,0,0,0,70,72
0,0,0,0,40,47
0,0,0,0,26,27
0,1,0,0,49,52
0,2,0,0,32,35
0,3,0,0,43,51
0,2,0,0,35,49
0,2,0,1,106,117
0,0,0,0,23,29
0,0,0,0,216,387
0,0,0,0,1,2
1,3,0,1,207,474
0,0,0,0,17,47
0,0,0,0,52,114
0,0,0,0,51,84
0,0,0,0,27,49
0,1,0,1,17,49
0,0,0,0,455,648
0,1,0,0,446,815
0,0,0,0,0,1
0,0,0,0,635,906
0,0,0,0,60,118
0,0,0,0,49,88
0,0,0,0,34,76
0,0,0,0,58,134
0,0,0,0,25,69
0,0,0,0,7,32
0,0,0,0,7,32
0,0,0,0,7,39
0,0,0,0,4,35
0,0,0,0,77,133
0,0,0,0,8,35
0,0,0,0,8,34
0,2,0,0,273,571
0,2,0,1,128,264
0,2,0,0,108,232
0,0,0,0,64,157
0,8,0,1,456,1040
0,9,0,0,308,595
0,0,0,0,22,58
0,0,0,0,47,120
0,0,0,0,16,76
0,14,0,3,301,608
0,2,0,1,100,153
0,1,0,0,50,83
0,0,0,0,62,98
0,0,0,0,64,132
0,1,1,0,123,180
0,2,0,0,1138,1869
0,6,0,1,441,738
0,0,0,0,298,630
0,0,0,0,395,835
0,0,0,0,353,583
0,0,0,0,583,782
0,0,0,0,311,585
0,0,0,0,179,303
0,4,0,0,306,521
0,1,0,0,554,1206
0,0,0,0,175,297
0,0,0,0,33,76
0,0,0,0,637,783
0,0,0,0,5,29
0,0,0,0,635,781
0,0,0,0,5,29
0,0,0,0,432,562
0,0,0,0,3,27
0,0,0,0,659,809
0,0,0,0,5,29
0,0,0,0,392,508
0,0,0,0,5,29
0,0,0,0,2,26
0,0,0,0,620,764
0,0,0,0,5,30
0,0,0,0,487,626
0,0,0,0,5,29
0,0,0,0,663,811
0,0,0,0,5,29
0,0,0,0,668,816
0,0,0,0,5,29
0,0,0,0,473,612
0,0,0,0,436,575
0,0,0,0,4,28
0,0,0,0,290,388
0,0,0,0,487,624
0,0,0,0,4,28
0,0,0,0,635,782
0,0,0,0,5,29
0,0,0,0,668,816
0,0,0,0,5,29
0,0,0,0,635,781
0,0,0,0,4,28
0,0,0,0,637,783
0,0,0,0,413,539
0,0,0,0,4,28
0,0,0,0,508,649
0,0,0,0,5,29
0,0,0,0,658,806
0,0,0,0,5,29
0,0,0,0,626,770
0,0,0,0,3,27
0,0,0,0,168,249
0,0,0,0,3,27
0,0,0,0,486,624
0,0,0,0,36,62
0,0,0,0,668,816
0,0,0,0,5,29
0,0,0,0,434,563
0,0,0,0,5,29
0,0,0,0,312,410
0,0,0,0,3,27
0,0,0,0,486,624
0,0,0,0,6,38
0,0,0,0,38,70
0,0,0,0,532,678
0,0,0,0,5,29
0,0,0,0,210,298
0,0,0,0,4,28
0,0,0,0,486,623
0,0,0,0,5,29
0,0,0,0,29,58
0,0,0,0,642,790
0,0,0,0,5,29
0,0,0,0,626,770
0,0,0,0,5,29
0,11,0,3,998,1955
0,0,0,0,66,123
0,1,0,0,73,147
0,1,0,0,173,354
0,5,0,0,240,495
0,5,0,0,660,1132
0,0,0,0,601,1138
0,2,0,0,124,278
1,10,0,0,709,1428
0,15,0,4,741,1378
0,0,0,0,141,268
0,0,0,0,208,428
0,15,0,0,886,1503
0,2,0,0,324,597
0,10,0,0,407,710
0,3,0,0,633,1029
0,3,0,0,315,501
0,6,0,0,454,760
0,0,0,0,275,552
0,0,0,0,395,753
0,0,0,0,25,71
0,0,0,0,184,347
0,0,0,0,130,252
0,0,0,0,119,275
0,6,0,1,382,594
0,0,0,0,457,685
0,0,0,0,36,79
0,0,0,0,29,59
0,0,0,0,86,1085
1,0,0,0,3996,4982
0,1,0,0,6213,9205
58,3,0,0,93,98
0,0,0,0,77,124
0,1,0,0,46,104
0,0,0,0,51,169
0,3,0,1,255,598
0,0,0,0,43,106
0,0,0,0,18,71
0,0,0,0,12,44
0,0,0,0,49,148
0,3,0,0,150,248
0,1,0,0,168,333
0,0,0,0,139,310
0,5,0,0,236,474
0,3,0,2,157,299
0,0,0,0,54,132
0,0,0,0,129,228
0,0,0,0,118,145
0,0,0,0,10,49
0,3,0,0,55,118
0,4,0,0,322,586
0,1,0,0,87,218
0,0,0,0,201,430
0,5,0,1,382,624
0,0,0,0,28,76
0,0,0,0,485,997
0,0,0,0,126,261
0,0,0,0,122,234
6,0,0,0,241,447
0,0,0,0,49,118
0,0,0,0,25,79
0,0,0,0,305,527
0,0,0,0,15,108
0,5,0,0,887,1769
0,5,0,1,731,1585
0,0,0,0,20,57
0,2,0,1,179,373
0,0,0,0,104,183
0,0,0,0,27,73
0,1,0,1,285,574
0,0,0,0,26,99
0,0,0,0,127,305
0,0,0,0,10,37
0,3,0,0,236,460
0,0,0,0,162,352
0,2,0,0,115,263
0,0,0,0,75,173
0,0,0,0,147,278
0,1,0,0,45,99
0,1,0,0,52,105
0,4,0,0,91,165
0,4,0,0,158,248
0,0,0,0,58,114
0,0,0,0,100,161
0,1,0,0,81,144
0,3,0,0,256,359
0,1,0,0,296,424
0,0,0,0,30,74
0,3,0,0,213,307
0,0,0,0,32,64
0,11,0,4,157,208
0,0,0,0,55,61
0,1,0,0,48,85
0,0,0,0,16,48
0,1,0,0,41,77
0,0,0,0,242,363
0,0,0,0,4,29
0,3,0,0,258,428
0,0,0,0,52,114
0,0,0,0,236,430
0,0,0,0,71,95
0,0,0,0,58,91
0,1,0,0,36,106
0,0,0,0,0,1
20,321,4,20,53321,85735
0,29,0,0,4675,7551
0,0,0,0,66,116
0,0,0,0,19,25
0,2,0,0,514,665
0,0,0,0,693,979
0,0,0,0,2240,2780
0,0,0,0,3,4
0,0,0,0,304,498
0,0,0,0,264,345
0,0,0,0,3,3
0,0,0,0,901,1188
0,0,0,0,70,113
0,0,0,0,0,1
0,0,0,0,465,600
0,0,0,0,1,1
0,0,0,0,1,1
0,1,0,0,1058,1442
0,0,0,0,74,125
0,0,0,0,100,152
0,0,0,0,1843,2130
0,0,0,0,6,7
0,0,0,0,2839,4325
0,0,0,0,125,172
0,0,0,0,1,2
0,0,0,0,344,476
0,0,0,0,133,179
0,0,0,0,342,453
0,4,0,0,146,216
0,0,0,0,4,7
0,0,0,0,6,10
0,0,0,0,6,10
0,0,0,0,8,13
0,0,0,0,6,9
0,0,0,0,8,13
0,0,0,0,7,12
0,0,0,0,6,10
0,0,0,0,3,5
0,0,0,0,4,7
0,0,0,0,5,11
1,0,0,0,94,147
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,17,0,0,1952,2287
0,0,0,0,98,168
0,0,0,0,719,1018
0,14,0,0,1345,1686
0,0,0,0,491,596
0,0,0,0,741,863
0,0,0,0,143,213
0,0,0,0,1834,2390
0,0,0,0,1495,1960
0,0,0,0,2210,2705
0,0,0,0,153,206
0,0,0,0,394,428
0,1,0,0,1130,1685
0,0,0,0,726,834
0,0,0,0,186,256
0,0,0,0,42,68
0,0,0,0,6,7
0,0,0,0,2,4
0,0,0,0,10,10
0,0,0,0,11,11
0,0,0,0,13,13
0,0,0,0,5,5
0,3,0,0,6440,9300
0,0,0,0,9,14
0,0,0,0,522,672
0,3,0,0,762,1012
0,3,0,2,658,943
0,0,0,0,0,1
0,0,0,0,0,1
0,1,0,0,1158,1604
0,0,0,0,287,376
0,4,0,0,691,1057
0,0,0,0,119,155
0,0,0,0,0,1
0,2,0,0,1102,1181
0,0,0,0,800,1159
0,0,0,0,179,285
0,0,0,0,171,226
0,0,0,0,579,766
0,114,15,0,1293,1659
0,0,0,0,43,99
0,0,0,0,83,152
0,0,0,0,44,100
0,1,0,0,444,506
0,0,0,0,387,514
0,0,0,0,20,51
0,16,0,1,1333,1609
0,0,0,0,42,80
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,6,0,0,444,586
1,4,0,0,1264,1453
0,0,0,0,115,196
0,0,0,0,230,324
0,0,0,0,593,773
0,0,0,0,37,68
0,18,0,1,865,1434
0,0,0,0,766,944
0,0,0,0,24,60
0,0,0,0,129,172
0,0,0,0,66,111
0,0,0,0,197,274
0,0,0,0,124,194
0,0,0,0,49,87
0,0,0,0,97,153
0,0,0,0,38,68
0,0,0,0,68,126
0,0,0,0,123,199
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,265,406
0,0,0,0,195,323
0,20,0,0,1120,1824
0,0,0,0,42,58
0,0,0,0,9,9
0,0,0,0,18,22
0,0,0,0,5,7
0,0,0,0,540,681
0,2,0,0,1626,2600
0,0,0,0,177,478
0,1,0,0,231,288
0,0,0,0,172,223
0,0,0,0,403,573
