"numberOfCallbackErrorFunctions","numberOfFirstErrorArgFunctions","numberOfEmptyCallbacks","numberOfConsoleStatementOnly","numberOfLogicalLines","numberOfPhysicalLines"
0,0,0,0,6,42
0,0,0,0,7,37
0,0,0,0,37,77
0,0,0,0,46,92
0,0,0,0,5,10
0,0,0,0,15,55
0,0,0,0,12,45
0,0,0,0,2,30
0,0,0,0,9,14
0,0,0,0,12,16
0,0,0,0,13,21
0,0,0,0,3,7
0,0,0,0,6,10
0,0,0,0,13,41
0,0,0,0,6,12
0,0,0,0,17,55
0,0,0,0,11,48
0,0,0,0,8,12
0,0,0,0,5,10
0,0,0,0,7,12
0,0,0,0,1,5
0,0,0,0,40,61
0,0,0,0,8,16
0,0,0,0,27,37
0,0,0,0,11,16
0,0,0,0,3,7
0,0,0,0,8,12
0,0,0,0,16,48
0,0,0,0,26,66
0,0,0,0,4,32
0,0,0,0,10,56
0,0,0,0,4,8
0,0,0,0,8,40
0,0,0,0,12,19
0,0,0,0,20,30
0,0,0,0,62,78
0,0,0,0,15,20
0,0,0,0,22,33
0,0,0,0,101,107
0,0,0,0,15,22
0,0,0,0,40,56
0,0,0,0,14,20
0,0,0,0,337,342
0,0,0,0,13,19
0,0,0,0,5,11
0,0,0,0,19,26
0,0,0,0,32,42
0,0,0,0,318,329
0,0,0,0,17,24
0,0,0,0,16,23
0,0,0,0,7,14
0,0,0,0,3,9
0,0,0,0,382,389
0,0,0,0,13,20
0,0,0,0,4,10
0,0,0,0,4,8
0,0,0,0,25,34
0,0,0,0,37,42
0,0,0,0,20,25
0,0,0,0,2,6
0,0,0,0,6,10
0,0,0,0,15,22
0,0,0,0,45,52
0,0,0,0,7,11
0,0,0,0,9,15
0,0,0,0,11,23
0,0,0,0,18,23
0,0,0,0,24,30
0,0,0,0,6,12
0,0,0,0,6,13
0,0,0,0,9,16
0,0,0,0,18,30
0,0,0,0,10,16
0,0,0,0,9,16
0,0,0,0,6,14
0,0,0,0,5,12
0,0,0,0,6,11
0,0,0,0,15,22
0,0,0,0,9,14
0,0,0,0,13,18
0,0,0,0,8,15
0,0,0,0,16,23
0,0,0,0,10,16
0,0,0,0,9,16
0,0,0,0,18,28
0,0,0,0,10,17
0,0,0,0,24,35
0,0,0,0,25,33
0,0,0,0,12,17
0,0,0,0,13,20
0,0,0,0,100,105
0,0,0,0,100,105
0,0,0,0,1,30
0,0,0,0,30,65
0,0,0,0,27,62
0,0,0,0,7,13
0,0,0,0,11,18
0,0,0,0,4,36
0,0,0,0,10,46
0,0,0,0,93,139
0,0,0,0,56,78
0,0,0,0,230,297
0,0,0,0,57,113
0,0,0,0,543,673
0,0,0,0,564,704
0,0,0,0,75,131
0,0,0,0,7,39
0,0,0,0,35,81
0,1,0,0,16,48
0,2,0,0,42,51
0,0,0,0,103,158
0,3,0,0,320,437
0,0,0,0,160,214
0,0,0,0,5,34
0,0,0,0,55,86
0,0,0,0,54,90
1,0,0,0,948,1231
0,0,0,0,138,195
0,0,0,0,207,255
0,0,0,0,14,48
0,0,0,0,9,14
0,0,0,0,80,121
0,0,0,0,7,37
0,0,0,0,185,275
0,0,0,0,39,68
0,0,0,0,49,88
0,0,0,0,5,40
0,0,0,0,70,148
0,0,0,0,12,19
0,0,0,0,8,13
0,0,0,0,20,55
0,0,0,0,45,92
0,0,0,0,32,69
0,0,0,0,196,298
0,0,0,0,9,39
0,0,0,0,41,76
0,0,0,0,7,40
0,0,0,0,81,176
0,0,0,0,46,62
0,0,0,0,166,227
0,0,0,0,229,277
0,0,0,0,55,100
0,0,0,0,6520,6603
0,0,0,0,3,9
0,0,0,0,11,47
0,0,0,0,9,41
0,0,0,0,16,46
0,0,0,0,23,50
0,0,0,0,9,37
0,0,0,0,44,81
0,0,0,0,142,222
0,0,0,0,5,34
0,0,0,0,89,129
0,0,0,0,132,183
0,0,0,0,25,60
0,0,0,0,40,83
0,0,0,0,38,53
0,0,0,0,254,347
0,0,0,0,45,96
0,0,0,0,38,82
0,0,0,0,105,166
0,0,0,0,356,442
0,0,0,0,64,107
0,0,0,0,34,70
0,0,0,0,10,48
0,0,0,0,23,58
0,0,0,0,12,42
0,0,0,0,39,72
0,0,0,0,18,46
0,0,0,0,312,394
0,0,0,0,2,8
0,0,0,0,7,39
0,0,0,0,116,171
0,0,0,0,6,35
0,0,0,0,12,45
0,0,0,0,7541,9167
0,0,0,0,4828,4914
0,0,0,0,4827,4912
0,0,0,0,8,13
0,0,0,0,8,35
0,0,0,0,63,100
0,0,0,0,46,94
0,0,0,0,4,33
0,0,0,0,103,165
0,0,0,0,25,56
0,0,0,0,1,30
0,0,0,0,1,30
0,0,0,0,217,320
0,0,0,0,58,75
0,0,0,0,20,28
0,2,0,0,120,147
0,0,0,0,8,15
0,0,0,0,49,72
0,0,0,0,213,257
0,0,0,0,79,108
0,0,0,0,48,66
0,0,0,0,40,64
0,0,0,0,23,37
0,0,0,0,138,172
0,0,0,0,50,451
0,0,0,0,63,75
0,0,0,0,126,172
0,0,0,0,111,153
0,0,0,0,210,237
0,1,0,0,52,69
0,0,0,0,18,35
0,0,0,0,31,42
1,0,0,0,75,98
0,0,0,0,27,37
0,0,0,0,76,98
0,0,0,0,18,30
0,0,0,0,237,292
0,0,0,0,358,437
0,0,0,0,196,253
0,0,0,0,431,541
0,0,0,0,54,76
0,0,0,0,386,444
0,0,0,0,240,301
0,0,0,0,172,208
0,0,0,0,121,152
0,0,0,0,471,603
0,0,0,0,95,122
0,0,0,0,92,124
0,1,0,0,201,258
0,0,0,0,23,34
0,1,0,0,113,139
0,0,0,0,18,26
0,0,0,0,44,55
0,0,0,0,66,91
0,0,0,0,23,31
0,0,0,0,79,104
0,0,0,0,129,170
0,0,0,0,35,51
0,0,0,0,78,103
0,0,0,0,82,111
0,0,0,0,31,45
0,0,0,0,36,52
0,1,0,0,119,159
0,0,0,0,105,148
0,0,0,0,251,302
0,0,0,0,223,279
0,0,0,0,135,166
0,1,0,0,55,89
0,0,0,0,97,121
0,0,0,0,71,85
0,0,0,0,106,130
0,0,0,0,17,26
0,0,0,0,121,169
0,0,0,0,11,18
0,0,0,0,25,33
0,0,0,0,376,425
0,0,0,0,13,19
0,0,0,0,558,661
0,0,0,0,6,15
0,0,0,0,93,114
0,0,0,0,4,36
0,0,0,0,158,220
0,0,0,0,15,47
0,0,0,0,11,44
0,0,0,0,11,43
0,0,0,0,3,38
0,0,0,0,3,37
0,0,0,0,13,41
0,0,0,0,56,97
0,0,0,0,20,50
0,0,0,0,1,29
1,0,0,0,69,107
0,0,0,0,82,110
0,0,0,0,16,27
0,0,0,0,23,45
0,0,0,0,21,44
0,0,0,0,26,42
0,0,0,0,26,42
0,0,0,0,6,17
0,0,0,0,6,18
0,0,0,0,2,16
0,0,0,0,2,15
0,0,0,0,15,39
0,0,0,0,62,95
0,0,0,0,24,48
0,0,0,0,12,36
0,0,0,0,12,36
0,0,0,0,167,194
0,0,0,0,16,43
0,0,0,0,56,97
0,0,0,0,11,36
0,0,0,0,11,36
0,0,0,0,41,83
0,0,0,0,111,145
0,0,0,0,83,116
0,0,0,0,68,100
0,0,0,0,98,134
0,0,0,0,17,44
0,0,0,0,11,37
0,0,0,0,26,55
0,0,0,0,38,75
0,0,0,0,38,64
0,0,0,0,38,68
0,0,0,0,65,91
0,0,0,0,67,93
0,0,0,0,10,35
0,0,0,0,13,39
0,0,0,0,13,40
0,0,0,0,16,40
0,0,0,0,10,35
0,0,0,0,31,61
0,0,0,0,9,36
0,0,0,0,37,65
0,0,0,0,95,121
0,0,0,0,8,33
0,0,0,0,37,68
0,0,0,0,13,38
0,0,0,0,6,30
0,0,0,0,35,66
0,0,0,0,9,33
0,0,0,0,102,131
0,0,0,0,141,215
0,0,0,0,12,38
0,0,0,0,51,81
0,0,0,0,14,40
0,0,0,0,49,79
0,0,0,0,78,109
0,0,0,0,78,113
0,0,0,0,56,89
0,0,0,0,11,37
0,0,0,0,59,92
0,0,0,0,63,94
0,0,0,0,39,79
0,0,0,0,27,56
0,0,0,0,4,28
0,0,0,0,866,1080
0,0,0,0,67,106
0,0,0,0,713,955
0,0,0,0,204,253
0,0,0,0,204,252
0,0,0,0,66,94
0,0,0,0,5,29
0,0,0,0,6,30
0,0,0,0,438,491
0,0,0,0,69,111
0,0,0,0,66,90
0,0,0,0,12,41
0,0,0,0,6,30
0,0,0,0,52,91
0,0,0,0,6,32
0,0,0,0,62,98
0,0,0,0,424,473
0,0,0,0,9,34
0,0,0,0,5,29
0,0,0,0,5,29
0,0,0,0,83,122
0,0,0,0,22,48
0,0,0,0,22,48
0,0,0,0,9,34
0,0,0,0,16,42
0,0,0,0,19,45
0,0,0,0,20,45
0,0,0,0,19,44
0,0,0,0,9,34
0,0,0,0,15,41
0,0,0,0,17,44
0,0,0,0,15,41
0,0,0,0,30,62
0,0,0,0,29,60
0,0,0,0,27,56
0,0,0,0,25,51
0,0,0,0,20,47
0,0,0,0,38,66
0,0,0,0,32,59
0,0,0,0,22,51
0,0,0,0,10,35
0,0,0,0,34,62
0,0,0,0,10,35
0,0,0,0,15,39
0,0,0,0,17,42
0,0,0,0,12,37
0,0,0,0,8,33
0,0,0,0,16,41
0,0,0,0,27,53
0,0,0,0,19,45
0,0,0,0,24,52
0,0,0,0,76,101
0,0,0,0,20,45
0,0,0,0,23,54
0,0,0,0,28,53
0,0,0,0,26,51
0,0,0,0,28,53
0,0,0,0,29,62
0,0,0,0,18,54
0,0,0,0,22,49
0,0,0,0,29,55
0,0,0,0,13,38
0,0,0,0,13,38
0,0,0,0,20,46
0,0,0,0,25,53
0,0,0,0,14,58
0,0,0,0,17,52
0,0,0,0,22,47
0,0,0,0,15,41
0,0,0,0,15,41
0,0,0,0,17,43
0,0,0,0,18,45
0,0,0,0,18,43
0,0,0,0,28,53
0,0,0,0,15,40
0,0,0,0,20,46
0,0,0,0,40,69
0,0,0,0,9,34
0,0,0,0,18,44
0,0,0,0,14,40
0,0,0,0,58,86
0,0,0,0,24,49
0,0,0,0,14,39
0,0,0,0,62,89
0,0,0,0,17,44
0,0,0,0,20,47
0,0,0,0,16,43
0,0,0,0,49,87
0,0,0,0,76,113
0,0,0,0,15,45
0,0,0,0,19,47
0,0,0,0,19,45
0,0,0,0,17,51
0,0,0,0,23,49
0,0,0,0,11,36
0,0,0,0,10,35
0,0,0,0,25,54
0,0,0,0,25,54
0,0,0,0,24,53
0,0,0,0,28,55
0,0,0,0,25,52
0,0,0,0,25,54
0,0,0,0,25,54
0,0,0,0,24,53
0,0,0,0,20,47
0,0,0,0,30,60
0,0,0,0,34,64
0,0,0,0,22,50
0,0,0,0,26,55
0,0,0,0,17,44
0,0,0,0,11,37
0,0,0,0,16,44
0,0,0,0,40,68
0,0,0,0,19,47
0,0,0,0,24,53
0,0,0,0,25,56
0,0,0,0,132,166
0,0,0,0,12,39
0,0,0,0,49,74
0,0,0,0,18,43
0,0,0,0,32,63
0,0,0,0,34,65
0,0,0,0,13,45
0,0,0,0,12,40
0,0,0,0,23,48
0,0,0,0,21,49
0,0,0,0,22,52
0,0,0,0,22,48
0,0,0,0,22,48
0,0,0,0,32,65
0,0,0,0,17,43
0,0,0,0,8,33
0,0,0,0,8,33
0,0,0,0,8,33
0,0,0,0,8,33
0,0,0,0,27,55
0,0,0,0,37,67
0,0,0,0,11,36
0,0,0,0,20,46
0,0,0,0,21,51
0,0,0,0,33,69
0,0,0,0,20,45
0,0,0,0,19,44
0,0,0,0,14,41
0,0,0,0,14,41
0,0,0,0,13,38
0,0,0,0,15,43
0,0,0,0,15,43
0,0,0,0,23,49
0,0,0,0,31,56
0,0,0,0,24,49
0,0,0,0,22,51
0,0,0,0,45,70
0,0,0,0,38,63
0,0,0,0,19,45
0,0,0,0,12,37
0,0,0,0,18,45
0,0,0,0,22,48
0,0,0,0,12,38
0,0,0,0,16,43
0,0,0,0,12,38
0,0,0,0,20,47
0,0,0,0,22,48
0,0,0,0,38,63
0,0,0,0,25,51
0,0,0,0,18,44
0,0,0,0,18,44
0,0,0,0,11,37
0,0,0,0,11,37
0,0,0,0,10,35
0,0,0,0,10,35
0,0,0,0,6,31
0,0,0,0,6,31
0,0,0,0,15,40
0,0,0,0,10,35
0,0,0,0,11,36
0,0,0,0,21,48
0,0,0,0,16,41
0,0,0,0,18,43
0,0,0,0,16,41
0,0,0,0,12,37
0,0,0,0,11,36
0,0,0,0,19,44
0,0,0,0,14,41
0,0,0,0,11,37
0,0,0,0,13,38
0,0,0,0,14,40
0,0,0,0,21,47
0,0,0,0,70,112
0,0,0,0,56,95
0,0,0,0,31,67
0,0,0,0,15,42
0,0,0,0,37,70
0,0,0,0,5,31
0,0,0,0,47,77
0,0,0,0,27,57
0,0,0,0,11,38
0,0,0,0,22,49
0,0,0,0,35,65
0,0,0,0,3,27
0,0,0,0,180,210
0,0,0,0,30,59
0,0,0,0,32,55
0,0,0,0,165,204
0,0,0,0,174,239
0,0,0,0,15,41
0,0,0,0,17,43
0,0,0,0,40,71
0,0,0,0,46,72
0,0,0,0,17,43
0,0,0,0,7,32
0,0,0,0,40,70
0,0,0,0,14,42
0,0,0,0,14,42
0,0,0,0,24,53
0,0,0,0,31,60
0,0,0,0,24,53
0,1,0,0,13,40
0,0,0,0,16,43
0,0,0,0,24,51
0,0,0,0,24,51
0,0,0,0,16,42
0,0,0,0,18,46
0,0,0,0,85,117
0,0,0,0,25,56
0,0,0,0,74,108
0,0,0,0,12,38
0,0,0,0,15,43
0,0,0,0,21,47
0,0,0,0,9,35
0,0,0,0,38,68
5,0,0,0,539,682
0,0,0,0,27,55
0,0,0,0,8,32
0,0,0,0,153,204
0,0,0,0,25,52
0,0,0,0,15,42
0,0,0,0,7,32
0,0,0,0,190,232
0,0,0,0,6,30
0,0,0,0,6,30
0,0,0,0,18,44
0,0,0,0,21,47
0,0,0,0,46,78
0,0,0,0,6,31
0,0,0,0,18,46
0,0,0,0,6,31
0,0,0,0,16,43
0,0,0,0,256,318
0,0,0,0,5,29
0,0,0,0,58,83
0,0,0,0,178,234
0,0,0,0,9,33
0,0,0,0,165,236
0,0,0,0,9,32
0,0,0,0,12,36
0,0,0,0,7,35
0,0,0,0,63,99
0,0,0,0,468,499
0,0,0,0,13,42
0,0,0,0,23,58
0,0,0,0,112,182
0,0,0,0,32,73
0,0,0,0,10,36
0,0,0,0,5,28
0,0,0,0,1,25
0,0,0,0,1,25
0,0,0,0,19,47
0,0,0,0,10,33
0,0,0,0,16,39
0,0,0,0,8,32
0,0,0,0,9,34
0,0,0,0,4,27
0,0,0,0,1,24
0,0,0,0,62,102
0,0,0,0,24,56
0,0,0,0,3,28
0,0,0,0,311,426
0,0,0,0,93,127
0,0,0,0,35,68
0,0,0,0,95,118
0,0,0,0,43,79
0,0,0,0,2,25
0,0,0,0,2,25
0,0,0,0,11,38
0,0,0,0,39,74
0,0,0,0,80,131
0,0,0,0,309,413
0,0,0,0,164,243
0,0,0,0,62,101
0,0,0,0,28,51
0,0,0,0,400,504
0,0,0,0,23,62
0,0,0,0,28,60
0,0,0,0,10,33
0,0,0,0,27,58
0,0,0,0,69,99
0,0,0,0,139,184
0,0,0,0,12,35
0,0,0,0,12,39
0,0,0,0,60,93
0,0,0,0,61,102
0,0,0,0,36,65
0,0,0,0,33,69
0,0,0,0,29,58
0,0,0,0,9,33
0,0,0,0,16,42
0,0,0,0,10,37
0,0,0,0,12,38
0,0,0,0,17,45
0,0,0,0,334,397
0,0,0,0,184,238
0,0,0,0,121,169
0,0,0,0,9,33
0,0,0,0,25,49
0,0,0,0,8,36
0,0,0,0,10,35
0,0,0,0,5,29
0,0,0,0,42,69
0,0,0,0,18,42
0,0,0,0,11,35
0,0,0,0,4,30
0,0,0,0,37,75
0,0,0,0,6,34
0,0,0,0,77,128
0,0,0,0,57,88
0,0,0,0,12,53
0,0,0,0,39,95
0,0,0,0,12,53
0,0,0,0,13,56
0,0,0,0,13,56
0,0,0,0,67,96
0,0,0,0,5,29
0,0,0,0,4,28
0,0,0,0,15,43
0,0,0,0,52,94
0,0,0,0,30,65
0,0,0,0,8,33
0,0,0,0,62,109
0,0,0,0,6,31
0,0,0,0,123,159
0,0,0,0,6,33
0,0,0,0,27,62
0,0,0,0,14,50
0,0,0,0,24,71
0,0,0,0,37,70
0,0,0,0,5,29
0,0,0,0,9,36
0,0,0,0,192,276
0,0,0,0,849,1169
0,0,0,0,21,50
0,0,0,0,24,54
0,0,0,0,41,87
0,0,0,0,66,101
0,0,0,0,17,44
0,0,0,0,14,43
0,0,0,0,14,43
0,0,0,0,64,97
0,0,0,0,18,46
0,0,0,0,9,34
0,0,0,0,16,42
0,0,0,0,42,72
0,0,0,0,20,45
0,0,0,0,30,62
0,0,0,0,27,54
0,0,0,0,7,31
0,0,0,0,6,30
0,0,0,0,22,47
0,0,0,0,16,46
0,0,0,0,10,36
0,0,0,0,18,49
0,0,0,0,34,63
0,0,0,0,46,72
0,0,0,0,15,42
0,0,0,0,21,47
0,0,0,0,13,41
0,0,0,0,6,32
0,0,0,0,21,59
0,0,0,0,9,34
0,0,0,0,15,42
0,0,0,0,53,86
0,0,0,0,9,36
0,0,0,0,18,63
0,0,0,0,9,33
0,0,0,0,139,165
0,0,0,0,15,40
0,0,0,0,3,28
0,0,0,0,14,40
0,0,0,0,13,42
0,0,0,0,29,58
0,0,0,0,96,136
0,0,0,0,13,38
0,0,0,0,7,31
0,0,0,0,51,85
0,0,0,0,172,267
0,0,0,0,7,32
0,0,0,0,28,62
0,0,0,0,8,33
0,0,0,0,87,151
0,0,0,0,27,57
0,0,0,0,8,33
0,0,0,0,3,27
0,0,0,0,47,86
0,0,0,0,5,30
0,0,0,0,36,71
0,0,0,0,5,29
0,0,0,0,21,52
0,0,0,0,10,35
0,0,0,0,21,45
0,0,0,0,38,67
0,0,0,0,4,28
0,0,0,0,71,98
0,0,0,0,41,77
0,0,0,0,7,47
0,0,0,0,8,33
0,0,0,0,23,52
0,0,0,0,14,41
0,0,0,0,103,157
0,0,0,0,10,38
0,0,0,0,68,104
0,0,0,0,15,43
0,0,0,0,16,42
0,0,0,0,62,91
0,0,0,0,79,112
0,0,0,0,15,40
0,0,0,0,14,42
0,0,0,0,14,40
0,0,0,0,19,47
0,0,0,0,2,26
0,0,0,0,8,33
0,0,0,0,36,74
0,0,0,0,6,30
0,0,0,0,14,40
0,0,0,0,6,30
0,0,0,0,6,31
0,0,0,0,40,71
0,0,0,0,28,57
0,0,0,0,16,44
0,0,0,0,52,86
0,0,0,0,16,44
0,0,0,0,17,41
0,0,0,0,6,30
0,0,0,0,4,30
0,0,0,0,182,274
0,0,0,0,8,32
0,0,0,0,110,136
0,0,0,0,87,118
0,0,0,0,12,39
0,0,0,0,18,44
0,0,0,0,505,529
0,0,0,0,174,481
0,0,0,0,2,26
0,0,0,0,155,206
0,0,0,0,4,8
0,0,0,0,6,30
0,0,0,0,16,43
0,0,0,0,18,46
0,0,0,0,6,31
0,0,0,0,18,45
0,0,0,0,15,42
0,0,0,0,22,50
0,0,0,0,41,76
0,0,0,0,32,64
0,0,0,0,12,38
0,0,0,0,15,43
0,0,0,0,91,126
0,0,0,0,4,28
0,0,0,0,5,29
0,0,0,0,16,40
0,0,0,0,12,37
0,0,0,0,15,41
0,0,0,0,5,29
0,0,0,0,16,41
0,0,0,0,34,66
0,0,0,0,60,94
0,0,0,0,6,30
0,0,0,0,8,34
0,0,0,0,50,80
0,0,0,0,77,131
0,0,0,0,13,39
0,0,0,0,167,214
0,0,0,0,38,159
0,0,0,0,5,32
0,0,0,0,28,56
0,0,0,0,27,52
0,0,0,0,22,47
0,0,0,0,11,36
0,0,0,0,247,318
0,0,0,0,6,30
0,0,0,0,18,41
0,0,0,0,4,28
0,0,0,0,10,36
0,0,0,0,28,57
0,0,0,0,41,77
0,1,0,0,207,371
0,0,0,0,127,320
0,0,0,0,97,120
0,0,0,0,28,92
0,0,0,0,26,78
0,0,0,0,51,62
0,0,0,0,32,45
0,0,0,0,44,58
0,0,0,0,1,6
0,1,0,0,104,136
0,0,0,0,50,66
0,0,0,0,19,33
0,0,0,0,24,33
0,0,0,0,204,249
0,0,0,0,57,74
0,0,0,0,52,66
0,0,0,0,40,53
0,0,0,0,95,235
0,0,0,0,611,1124
0,0,0,0,75,201
0,0,0,0,502,603
0,4,0,0,1061,1252
0,0,0,0,431,549
199,1,0,1,4235,4658
0,0,0,0,213,285
0,0,0,0,26,56
0,0,0,0,114,171
0,1,0,0,352,409
0,0,0,0,165,327
0,0,0,0,46,82
0,0,0,0,772,1000
0,4,0,0,154,172
0,0,0,0,26,30
0,0,0,0,245,273
0,0,0,0,65,79
0,0,0,0,12,19
0,2,0,0,435,493
0,10,0,0,914,1033
0,0,0,0,10,14
0,0,0,0,20,26
0,3,0,0,141,147
0,0,0,0,119,128
0,0,0,0,91,99
0,0,0,0,92,108
2,2,0,0,269,296
0,0,0,0,206,246
0,0,0,0,67,80
0,0,0,0,35,45
0,0,0,0,20,49
0,0,0,0,415,553
0,3,0,1,246,349
0,3,0,0,536,751
0,0,0,0,231,368
0,1,0,0,228,327
0,2,0,0,657,890
0,1,0,0,475,678
0,1,0,0,56,108
0,0,0,0,13,43
0,1,0,0,723,1053
0,1,0,0,101,218
0,0,0,0,2,3
1,2,0,1,447,665
0,0,0,0,161,224
0,5,0,1,660,954
0,5,0,3,788,1152
2,1,0,1,499,709
0,2,0,0,293,500
0,0,0,0,1213,1597
0,2,0,0,477,642
0,0,0,0,3,25
0,1,0,0,158,251
0,0,0,0,8,34
0,0,0,0,164,210
0,4,0,1,493,702
0,5,0,4,338,435
0,0,0,0,159,299
0,0,0,0,412,532
1,22,0,9,1805,2308
0,0,0,0,34,61
0,0,0,0,28,31
0,2,0,1,168,247
0,0,0,0,88,98
0,1,0,1,451,610
0,0,0,0,2,4
1,0,0,0,702,976
0,0,0,0,158,224
0,0,0,0,271,363
0,1,0,0,86,114
0,0,0,0,36,46
0,0,0,0,31,44
0,0,0,0,36,49
0,0,0,0,45,57
0,0,0,0,167,214
0,0,0,0,175,218
0,0,0,0,97,122
0,0,0,0,46,59
0,0,0,0,78,98
0,0,0,0,105,131
0,0,0,0,53,70
0,0,0,0,511,572
0,1,0,0,390,442
0,0,0,0,22,26
0,0,0,0,81,103
0,0,0,0,23,27
0,2,1,0,587,716
4,10,0,1,2024,2590
0,0,0,0,479,560
0,0,0,0,44,64
0,0,0,0,38,54
0,0,0,0,92,107
0,1,0,0,89,105
0,0,0,0,30,33
0,0,0,0,111,129
0,0,0,0,54,61
0,0,0,0,27,31
0,0,0,0,92,137
0,0,0,0,11,15
0,0,0,0,33,41
0,0,0,0,215,307
0,0,0,0,95,110
0,0,0,0,137,183
0,2,0,1,129,148
0,0,0,0,35,42
0,0,0,0,183,260
0,0,0,0,26,29
0,0,0,0,263,435
0,6,0,3,191,248
0,0,0,0,24,26
0,1,0,1,80,108
0,0,0,0,67,76
1,2,0,0,55,70
0,0,0,0,51,62
0,0,0,0,64,93
0,0,0,0,2,6
0,0,0,0,24,28
0,0,0,0,1195,1428
0,0,0,0,22,36
0,3,0,1,235,307
0,0,0,0,90,133
0,1,0,0,33,38
0,1,0,0,160,220
0,1,0,0,486,703
3,8,0,1,1259,1776
0,0,0,0,133,177
0,0,0,0,1219,1637
0,0,0,0,470,553
0,0,0,0,2,4
0,0,0,0,222,440
0,0,0,0,350,452
0,2,0,1,838,1145
0,9,0,2,1070,1423
0,0,0,0,41,78
0,0,0,0,210,284
0,0,0,0,4,30
0,0,0,0,574,904
0,0,0,0,156,247
0,0,0,0,86,133
0,0,0,0,789,1040
0,2,0,0,930,1147
0,0,0,0,159,220
0,0,0,0,97,151
0,1,0,0,561,710
0,0,0,0,22,28
0,0,0,0,29,33
0,0,0,0,27,33
0,0,0,0,18,24
0,0,0,0,7,9
0,1,0,0,9,10
0,1,0,0,9,10
0,0,0,0,23,26
0,0,0,0,33,49
0,0,0,0,67,80
0,0,0,0,3,3
0,0,0,0,24,35
0,0,0,0,19,22
0,0,0,0,10,13
0,1,0,0,13,17
0,0,0,0,14,20
0,0,0,0,9,15
0,0,0,0,7,14
0,0,0,0,6,6
0,0,0,0,13,20
0,0,0,0,6,6
0,0,0,0,23,35
0,0,0,0,53,65
0,1,0,0,101,151
0,0,0,0,15,18
0,0,0,0,11,14
0,0,0,0,5,6
0,0,0,0,4,7
0,0,0,0,9,11
0,0,0,0,15,19
0,0,0,0,38,70
0,0,0,0,19,29
0,0,0,0,20,30
0,0,0,0,20,30
0,0,0,0,25,38
0,0,0,0,20,30
0,0,0,0,23,34
0,0,0,0,19,29
0,0,0,0,20,30
0,0,0,0,9,13
0,0,0,0,21,33
0,0,0,0,8,11
0,0,0,0,5,6
0,0,0,0,5,6
0,0,0,0,19,22
0,0,0,0,7,8
0,0,0,0,6,7
0,0,0,0,16,19
0,0,0,0,12,14
0,0,0,0,8,9
0,0,0,0,46,60
0,1,0,0,55,60
0,1,0,0,22,30
0,0,0,0,21,25
0,0,0,0,37,50
0,0,0,0,6,8
0,0,0,0,129,140
0,0,0,0,9,14
0,0,0,0,8,10
0,0,0,0,106,141
0,1,0,0,36,50
0,0,0,0,14,18
0,0,0,0,14,18
0,0,0,0,23,31
0,0,0,0,68,98
0,0,0,0,6,8
0,0,0,0,68,97
0,0,0,0,7,12
0,0,0,0,6,8
0,0,0,0,13,19
0,0,0,0,79,120
0,1,0,0,101,151
0,0,0,0,32,47
0,0,0,0,154,200
0,0,0,0,41,49
0,0,0,0,44,57
0,0,0,0,97,120
0,0,0,0,65,75
0,0,0,0,15,20
0,0,0,0,12,15
0,0,0,0,15,19
0,0,0,0,44,55
0,0,0,0,14,16
0,0,0,0,28,54
0,0,0,0,200,235
0,0,0,0,104,121
0,0,0,0,69,86
0,0,0,0,31,41
0,0,0,0,32,42
0,0,0,0,18,23
0,0,0,0,27,34
0,0,0,0,37,50
0,0,0,0,37,50
0,0,0,0,35,48
0,0,0,0,39,57
0,0,0,0,83,103
0,0,0,0,38,48
0,0,0,0,60,74
0,0,0,0,107,264
0,0,0,0,18,22
0,0,0,0,19,25
0,0,0,0,25,33
0,0,0,0,29,37
0,0,0,0,39,48
0,0,0,0,29,39
0,0,0,0,30,40
0,0,0,0,44,55
0,0,0,0,20,26
0,0,0,0,30,37
0,0,0,0,24,32
0,0,0,0,29,38
0,0,0,0,37,46
0,0,0,0,46,59
0,0,0,0,22,34
0,0,0,0,35,48
0,0,0,0,28,35
0,0,0,0,54,75
0,0,0,0,40,54
0,0,0,0,50,64
0,0,0,0,51,63
0,0,0,0,32,47
0,0,0,0,5,11
0,0,0,0,10,26
0,0,0,0,74,93
0,0,0,0,64,87
0,0,0,0,27,38
0,0,0,0,41,52
0,0,0,0,29,42
0,0,0,0,30,40
0,0,0,0,49,61
0,0,0,0,67,89
0,0,0,0,49,64
0,0,0,0,126,160
0,0,0,0,48,56
0,0,0,0,59,76
0,0,0,0,89,134
0,1,0,0,33,47
0,1,0,0,33,47
0,0,0,0,39,55
0,0,0,0,29,37
0,0,0,0,57,93
0,0,0,0,49,64
0,0,0,0,12,13
0,0,0,0,88,115
0,0,0,0,20,30
0,0,0,0,21,27
0,0,0,0,252,290
0,0,0,0,21,28
0,2,0,0,699,904
1,0,0,0,371,419
0,1,0,0,26,30
0,3,0,0,116,136
0,2,0,0,146,155
0,0,0,0,32,43
0,0,0,0,4,5
0,0,0,0,2,3
0,0,0,0,3,7
0,0,0,0,10,11
0,0,0,0,3,6
0,0,0,0,31,38
0,0,0,0,41,48
0,0,0,0,61,75
0,0,0,0,1,23
0,0,0,0,5,5
0,0,0,0,2,2
0,0,0,0,21,50
0,0,0,0,17,46
0,0,0,0,18,49
0,0,0,0,8,33
0,0,0,0,2,23
