"numberOfCallbackErrorFunctions","numberOfFirstErrorArgFunctions","numberOfEmptyCallbacks","numberOfConsoleStatementOnly","numberOfLogicalLines","numberOfPhysicalLines"
0,0,0,0,48,383
0,0,0,0,25,32
0,0,0,0,17,21
0,0,0,0,3,3
0,0,0,0,5,7
0,0,0,0,18,26
0,6,0,0,527,620
0,1,0,1,25,33
0,1,0,1,22,30
0,1,0,1,22,31
0,0,0,0,5,6
0,3,0,2,76,108
0,2,1,0,249,306
0,0,0,0,306,416
0,0,0,0,334,407
0,0,0,0,350,726
0,0,0,0,213,371
0,0,0,0,314,410
0,2,0,2,118,144
0,0,0,0,12,24
0,0,0,0,557,923
0,1,0,0,155,200
0,0,0,0,49,59
0,0,0,0,6,6
0,0,0,0,12,13
0,0,0,0,35,39
0,0,0,0,62,75
0,3,0,0,40,52
0,0,0,0,17,22
0,1,0,0,20,26
0,0,0,0,72,92
0,9,0,0,225,263
0,0,0,0,318,349
0,0,0,0,234,296
0,0,0,0,57,86
0,0,0,0,7,17
0,0,0,0,29,37
0,15,0,11,257,323
0,3,0,2,62,80
0,0,0,0,66,83
0,0,0,0,45,58
0,0,0,0,35,46
0,0,0,0,181,227
0,3,0,2,200,246
0,0,0,0,229,286
0,0,0,0,2,2
0,1,0,0,211,280
0,3,0,0,547,701
0,0,0,0,66,83
0,0,0,0,14,19
0,0,0,0,13,17
0,0,0,0,63,83
0,3,0,1,202,254
0,0,0,0,59,63
0,0,0,0,21,28
0,0,0,0,33,36
0,0,0,0,94,113
0,0,0,0,1,1
0,0,0,0,131,158
0,0,0,0,117,145
0,0,0,0,184,207
0,0,0,0,47,54
0,0,0,0,123,139
0,0,0,0,10,33
0,0,0,0,10,10
0,0,0,0,241,407
0,0,0,0,44,46
0,0,0,0,70,81
0,0,0,0,24,27
0,0,0,0,22,23
0,0,0,0,22,23
0,0,0,0,15,16
0,1,0,0,17,20
0,1,0,0,15,17
0,1,0,0,18,20
0,1,0,0,22,24
0,1,0,0,14,15
0,0,0,0,52,59
0,0,0,0,19,21
0,1,0,0,12,14
0,0,0,0,14,21
0,0,0,0,18,32
0,0,0,0,71,92
0,0,0,0,338,485
0,0,0,0,558,765
0,0,0,0,260,383
0,0,0,0,48,71
0,0,0,0,30,46
0,0,0,0,21,32
0,2,0,0,306,439
0,1,0,0,194,237
0,0,0,0,1,1
0,0,0,0,1,1
0,1,0,0,61,124
0,0,0,0,13,47
0,1,0,0,653,1007
0,1,0,0,92,214
1,2,0,1,421,664
0,0,0,0,59,74
1,2,0,0,53,72
0,0,0,0,1,1
0,0,0,0,1,1
0,1,0,0,68,107
0,0,0,0,52,68
0,0,0,0,4,5
0,0,0,0,15,20
0,0,0,0,41,43
0,0,0,0,22,24
0,0,0,0,218,272
0,0,0,0,31,67
0,0,0,0,1,6
0,0,0,0,1,1
0,0,0,0,7,7
0,0,0,0,19,19
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,7,8
0,0,0,0,52,71
0,0,0,0,11,14
0,0,0,0,106,156
0,0,0,0,128,168
0,0,0,0,32,39
0,0,0,0,49,79
0,0,0,0,157,215
0,0,0,0,56,66
0,0,0,0,90,113
0,0,0,0,119,148
0,0,0,0,40,51
0,0,0,0,125,157
0,0,0,0,138,176
0,0,0,0,83,212
0,0,0,0,251,332
0,0,0,0,82,96
0,0,0,0,65,67
0,0,0,0,51,67
0,2,0,0,151,188
0,0,0,0,85,107
0,0,0,0,69,86
0,0,0,0,109,138
0,0,0,0,1,2
0,4,0,0,272,444
0,0,0,0,7,10
0,2,0,0,61,76
0,0,0,0,6,6
0,0,0,0,13,29
0,1,0,0,21,34
0,0,0,0,19,26
0,1,0,1,38,75
0,0,0,0,48,91
0,0,0,0,11,25
0,0,0,0,11,25
0,0,0,0,13,29
0,0,0,0,22,37
0,4,0,0,69,141
0,0,0,0,14,29
0,1,0,0,27,43
0,0,0,0,6,17
0,1,0,0,35,75
0,0,0,0,17,21
0,0,0,0,70,96
0,0,0,0,12,15
0,0,0,0,69,93
0,0,0,0,100,136
0,0,0,0,18,22
0,0,0,0,98,132
0,0,0,0,98,133
0,0,0,0,18,22
0,0,0,0,97,130
0,0,0,0,98,133
0,0,0,0,18,22
0,0,0,0,97,130
0,0,0,0,16,20
0,7,0,2,6655,8023
0,0,0,0,288,420
0,4,0,1,170,218
0,0,0,0,16,26
0,0,0,0,26,28
0,0,0,0,32,45
0,0,0,0,116,164
0,0,0,0,293,390
0,0,0,0,208,267
0,0,0,0,34,40
0,0,0,0,6,9
0,0,0,0,16,20
0,0,0,0,207,257
0,0,0,0,9,14
0,0,0,0,176,176
0,0,0,0,124,124
0,0,0,0,76,76
0,0,0,0,81,81
0,0,0,0,76,76
0,0,0,0,43,43
0,0,0,0,65,65
0,0,0,0,52,52
0,0,0,0,220,220
0,0,0,0,147,147
0,0,0,0,65,65
0,0,0,0,138,138
0,0,0,0,144,144
0,0,0,0,76,76
0,0,0,0,83,83
0,0,0,0,76,76
0,0,0,0,74,74
0,0,0,0,51,51
0,0,0,0,445,445
0,0,0,0,119,119
0,0,0,0,249,249
0,0,0,0,128,128
0,0,0,0,71,71
0,0,0,0,373,375
0,0,0,0,88,129
0,0,0,0,41,52
0,2,0,1,100,237
0,0,0,0,6,7
0,0,0,0,3,3
0,0,0,0,3,3
0,0,0,0,6,7
0,0,0,0,73,84
0,0,0,0,2,2
0,0,0,0,222,273
0,0,0,0,108,154
0,0,0,0,13,16
0,0,0,0,13,15
0,0,0,0,10,11
0,0,0,0,31,35
0,0,0,0,56,74
0,0,0,0,53,59
0,0,0,0,27,32
0,0,0,0,17,20
0,1,0,0,45,54
0,0,0,0,56,73
0,0,0,0,21,22
0,0,0,0,70,96
0,0,0,0,12,15
0,0,0,0,69,93
0,0,0,0,152,343
0,4,0,0,46,77
0,0,0,0,368,637
0,0,0,0,174,366
0,0,0,0,62,126
0,0,0,0,10,14
0,5,0,5,254,548
0,0,0,0,110,183
0,2,0,0,190,318
0,0,0,0,441,654
0,0,0,0,40,68
0,0,0,0,64,102
0,0,0,0,89,132
0,1,0,0,672,993
0,0,0,0,57,88
0,0,0,0,1858,2513
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,2,0,0,7,16
0,1,0,0,16,25
0,0,0,0,1,1
0,6,0,1,243,412
0,29,0,0,302,435
0,52,0,0,1126,1492
0,0,0,0,336,440
0,0,0,0,48,70
0,24,0,0,281,378
0,0,0,0,66,94
0,69,0,0,1008,1328
0,48,0,0,615,837
0,0,0,0,109,149
0,0,0,0,19,29
0,0,0,0,206,318
0,1,0,0,243,399
0,0,0,0,63,112
0,0,0,0,44,88
0,0,0,0,169,206
0,0,0,0,476,735
0,0,0,0,174,211
0,0,0,0,2,2
0,0,0,0,107,166
0,0,0,0,41,66
0,1,0,0,219,273
0,0,0,0,75,95
0,3,0,2,25,36
0,3,0,2,25,34
0,0,0,0,5,6
0,0,0,0,9,13
0,0,0,0,10,14
0,0,0,0,104,157
0,0,0,0,70,100
0,0,0,0,112,156
0,0,0,0,135,179
0,0,0,0,158,168
0,0,0,0,317,377
0,0,0,0,332,411
0,0,0,0,76,96
0,0,0,0,75,84
0,0,0,0,126,161
0,0,0,0,65,73
0,1,0,0,251,322
0,1,0,0,146,186
0,0,0,0,260,320
0,0,0,0,397,505
0,0,0,0,117,146
0,2,0,0,221,261
0,0,0,0,74,114
0,0,0,0,62,77
0,1,0,0,585,726
0,0,0,0,233,277
0,0,0,0,33,39
0,0,0,0,222,274
0,0,0,0,208,254
0,0,0,0,271,313
0,0,0,0,123,148
0,0,0,0,260,288
0,0,0,0,8,13
0,0,0,0,16,27
0,0,0,0,155,261
0,0,0,0,33,36
0,0,0,0,239,316
0,0,0,0,7,20
0,0,0,0,164,208
0,0,0,0,273,370
0,0,0,0,174,211
0,0,0,0,442,556
0,1,0,0,728,1055
0,0,0,0,45,57
0,0,0,0,436,561
0,0,0,0,128,170
0,0,0,0,13,14
0,2,0,0,90,123
0,0,0,0,3,3
0,4,0,0,1053,1357
0,0,0,0,2053,2388
0,0,0,0,1008,1175
0,0,0,0,37,41
0,0,0,0,28,34
0,0,0,0,17,27
0,0,0,0,123,168
0,0,0,0,22,27
0,0,0,0,202,246
0,0,0,0,89,188
0,0,0,0,1,11
0,0,0,0,98,136
0,0,0,0,29,32
0,1,0,0,482,597
0,0,0,0,16,18
0,0,0,0,9,11
0,0,0,0,125,167
0,0,0,0,179,207
0,0,0,0,146,182
0,0,0,0,4,7
0,0,0,0,436,519
0,0,0,0,500,567
0,0,0,0,15,22
0,0,0,0,18,27
0,0,0,0,83,102
0,10,0,9,907,1336
0,0,0,0,112,170
0,0,0,0,17,61
0,0,0,0,21,56
0,0,0,0,48,98
0,0,0,0,26,71
0,0,0,0,292,533
0,1,0,0,199,244
0,5,0,0,1235,1565
0,2,0,0,26,31
0,2,0,0,32,40
0,0,0,0,1,1
0,1,0,1,81,99
0,1,0,0,112,143
0,0,0,0,8,10
0,0,0,0,21,24
0,0,0,0,141,176
0,1,0,0,70,77
0,0,0,0,59,69
0,0,0,0,4,5
0,0,0,0,282,363
0,0,0,0,51,62
0,0,0,0,88,101
0,0,0,0,876,1203
0,0,0,0,99,107
0,0,0,0,1,1
0,0,0,0,37,54
0,0,0,0,16,16
0,0,0,0,20,20
0,0,0,0,3,3
0,0,0,0,8,11
0,0,0,0,11,15
0,2,0,2,45,59
0,2,0,1,74,93
0,0,0,0,1,1
0,0,0,0,39,89
0,0,0,0,13,46
0,0,0,0,628,951
0,0,0,0,89,209
0,1,0,0,296,477
0,1,0,0,68,107
0,0,0,0,52,68
0,0,0,0,96,208
0,0,0,0,3,3
0,0,0,0,123,221
0,0,0,0,1,1
0,0,0,0,10,10
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,75,86
0,2,0,0,57,70
0,0,0,0,15,20
0,0,0,0,36,48
0,3,0,2,49,60
0,0,0,0,123,154
0,0,0,0,293,334
0,0,0,0,3,4
0,0,0,0,8,10
0,1,0,0,14,19
0,1,0,0,17,24
0,5,0,0,34,36
0,0,0,0,18,30
0,0,0,0,118,169
0,0,0,0,151,220
0,0,0,0,123,191
0,0,0,0,107,140
0,1,0,0,64,94
0,0,0,0,11,14
0,0,0,0,260,385
0,0,0,0,156,236
0,1,0,0,189,275
0,0,0,0,139,209
0,0,0,0,138,173
0,0,0,0,34,53
0,1,0,0,155,177
0,0,0,0,25,33
0,1,0,0,103,132
0,1,0,0,335,367
0,0,0,0,165,183
1,0,0,0,795,886
1,0,0,0,858,952
0,0,0,0,23,29
0,0,0,0,353,359
0,0,0,0,16,20
0,0,0,0,8,8
0,0,0,0,8,8
0,0,0,0,9,9
0,0,0,0,11,11
0,0,0,0,6,6
0,0,0,0,77,86
0,0,0,0,17,18
0,0,0,0,31,32
0,0,0,0,17,18
0,0,0,0,19,20
0,0,0,0,23,24
0,0,0,0,13,14
0,0,0,0,19,24
0,0,0,0,43,59
0,1,0,0,57,77
0,6,0,0,131,166
0,0,0,0,1,1
0,0,0,0,131,156
0,0,0,0,6,8
0,0,0,0,11,19
0,0,0,0,12,13
0,0,0,0,16,23
0,0,0,0,32,69
0,0,0,0,13,22
0,1,0,0,122,150
0,0,0,0,110,138
0,0,0,0,46,61
0,0,0,0,53,64
0,0,0,0,2,2
0,0,0,0,25,35
0,0,0,0,29,46
0,0,0,0,3,4
0,0,0,0,52,70
0,1,0,0,135,172
0,0,0,0,16,27
0,0,0,0,35,51
0,0,0,0,79,128
0,0,0,0,25,38
0,0,0,0,16,21
0,0,0,0,16,23
0,0,0,0,65,90
0,0,0,0,12,15
0,0,0,0,12,15
0,0,0,0,7,8
0,0,0,0,26,37
0,0,0,0,23,32
0,0,0,0,27,46
0,0,0,0,4,4
0,0,0,0,5,6
0,0,0,0,4,4
0,0,0,0,78,116
0,0,0,0,56,65
0,0,0,0,8,11
0,0,0,0,4,4
0,0,0,0,4,4
0,0,0,0,5,6
0,0,0,0,4,4
0,0,0,0,40,50
0,0,0,0,81,98
0,0,0,0,86,120
0,0,0,0,5,5
0,1,0,0,67,83
0,1,0,1,52,68
0,0,0,0,3,4
0,0,0,0,8,10
0,0,0,0,44,53
0,0,0,0,4,4
0,0,0,0,3,4
0,1,0,0,54,67
0,2,0,0,284,364
0,0,0,0,35,44
0,1,0,0,14,18
0,2,0,0,59,76
0,0,0,0,39,51
0,1,0,1,39,51
0,0,0,0,13,14
0,1,0,0,52,60
0,0,0,0,16,21
0,0,0,0,9,11
0,0,0,0,41,55
0,1,0,0,28,36
0,0,0,0,11,14
0,0,0,0,11,14
0,0,0,0,11,14
0,0,0,0,86,116
0,0,0,0,3,7
0,0,0,0,66,102
0,0,0,0,1,1
0,0,0,0,77,144
0,0,0,0,2,2
0,0,0,0,201,235
0,0,0,0,26,32
0,0,0,0,145,166
0,0,0,0,28,31
0,0,0,0,31,35
0,0,0,0,19,22
0,0,0,0,12,16
0,0,0,0,30,31
0,0,0,0,34,36
0,0,0,0,167,197
0,0,0,0,7,9
0,0,0,0,63,67
0,0,0,0,12,15
0,0,0,0,93,102
0,0,0,0,7,8
0,0,0,0,56,70
0,0,0,0,11,15
0,0,0,0,32,50
0,0,0,0,44,59
0,0,0,0,5,5
0,19,0,0,326,369
0,4,0,0,56,64
0,0,0,0,6,6
0,0,0,0,3,7
0,0,0,0,66,102
0,0,0,0,1,1
0,0,0,0,77,144
0,0,0,0,2,2
0,0,0,0,201,235
0,0,0,0,26,32
0,0,0,0,145,166
0,0,0,0,28,31
0,0,0,0,31,35
0,0,0,0,19,22
0,0,0,0,12,16
0,0,0,0,30,31
0,0,0,0,34,36
0,0,0,0,167,197
0,0,0,0,7,9
0,0,0,0,63,67
0,0,0,0,12,15
0,0,0,0,93,102
0,0,0,0,7,8
0,0,0,0,56,70
0,0,0,0,11,15
0,0,0,0,32,50
0,0,0,0,44,59
0,0,0,0,22,27
0,0,0,0,19,28
0,0,0,0,6,8
0,0,0,0,17,23
0,0,0,0,20,33
0,0,0,0,5,10
0,0,0,0,68,85
0,0,0,0,14,21
0,0,0,0,49,100
0,0,0,0,20,29
0,0,0,0,30,42
0,0,0,0,77,84
0,0,0,0,202,237
0,0,0,0,4,5
0,0,0,0,1226,1357
0,0,0,0,78,105
0,0,0,0,4,5
0,0,0,0,79,109
0,0,0,0,49,57
0,0,0,0,32,41
0,0,0,0,196,221
0,0,0,0,35,42
0,0,0,0,106,132
0,0,0,0,4,5
0,1,0,0,11,13
0,0,0,0,9,22
1,0,0,0,35,41
0,0,0,0,37,52
0,0,0,0,254,339
0,0,0,0,23,33
0,0,0,0,22,34
0,0,0,0,46,55
0,1,0,0,310,313
0,0,0,0,48,63
0,0,0,0,148,169
0,0,0,0,14,19
0,0,0,0,13,17
0,0,0,0,63,83
0,0,0,0,62,85
0,0,0,0,8,11
0,29,0,0,373,493
0,0,0,0,24,33
0,5,0,3,116,134
0,0,0,0,82,101
0,0,0,0,3,3
0,0,0,0,177,213
0,2,0,0,64,77
0,1,0,1,158,191
0,0,0,0,1,1
0,0,0,0,72,129
0,1,0,0,166,218
0,4,0,0,120,135
0,3,0,2,80,80
0,3,0,2,79,79
0,5,0,4,96,107
0,2,0,3,71,80
0,2,0,2,121,132
0,0,0,0,117,139
0,3,0,3,126,139
0,5,0,0,186,219
0,9,0,5,111,127
0,4,0,4,80,92
0,1,0,0,70,80
0,0,0,0,49,58
0,2,0,0,168,195
0,0,0,0,56,65
0,0,0,0,43,47
0,1,0,0,100,115
0,6,0,6,94,104
0,2,0,0,72,100
0,3,0,3,122,133
0,2,0,0,58,79
0,5,0,5,135,148
0,2,0,2,149,159
0,1,0,1,94,102
0,1,0,1,37,45
0,2,0,0,43,50
0,2,0,2,95,99
0,1,0,1,53,59
0,3,0,3,64,74
0,0,0,0,14,17
0,0,0,0,73,87
0,0,0,0,13,16
0,1,0,0,16,18
0,1,0,0,21,30
0,2,0,0,56,60
0,1,0,0,51,57
0,1,0,0,50,56
0,1,0,0,496,531
0,2,0,0,104,113
0,0,0,0,84,100
0,0,0,0,130,153
0,0,0,0,127,144
0,0,0,0,101,120
0,15,0,0,241,263
0,2,0,0,85,98
0,1,0,0,77,85
0,1,0,0,77,85
0,8,0,5,126,136
0,2,0,0,174,186
0,2,0,0,163,176
0,7,0,6,119,130
0,2,0,0,190,202
0,4,0,4,140,152
0,1,0,0,106,123
0,1,0,0,21,23
0,1,0,0,72,85
0,1,0,0,69,82
0,1,0,0,73,86
0,1,0,0,70,83
0,6,0,0,161,172
0,2,0,0,56,78
0,0,0,0,125,136
0,2,0,2,47,55
0,0,0,0,59,71
0,3,0,3,106,112
0,1,0,1,47,50
0,2,0,1,97,105
0,0,0,0,35,37
0,2,0,0,94,107
0,2,0,0,55,63
0,2,0,0,57,65
0,2,0,2,61,69
0,2,0,0,55,63
0,0,0,0,79,93
0,3,0,3,124,139
0,2,0,0,89,102
0,0,0,0,81,90
0,0,0,0,60,69
0,0,0,0,15,19
0,0,0,0,274,350
0,1,0,0,55,74
0,1,0,0,33,43
0,0,0,0,12,14
0,0,0,0,116,134
0,4,0,1,49,56
0,3,0,0,73,83
0,0,0,0,58,66
0,0,0,0,80,87
0,2,0,0,143,163
0,0,0,0,37,43
0,4,0,4,89,101
0,1,0,0,130,155
0,2,0,0,108,122
0,1,0,0,147,157
0,0,0,0,164,195
0,3,0,0,118,131
0,4,0,0,98,105
0,0,0,0,61,71
0,1,0,0,69,88
0,2,0,0,52,69
0,3,0,3,594,618
0,1,0,1,99,112
0,0,0,0,140,159
0,0,0,0,81,102
0,0,0,0,48,60
0,0,0,0,98,119
0,0,0,0,84,103
0,0,0,0,74,84
0,0,0,0,71,81
0,0,0,0,74,84
0,0,0,0,71,81
0,4,0,0,149,179
0,2,0,2,168,202
0,2,0,2,158,181
0,0,0,0,74,84
0,2,0,0,72,84
0,0,0,0,73,83
0,0,0,0,70,80
0,0,0,0,32,36
0,2,0,0,103,119
0,0,0,0,67,74
0,4,0,0,112,128
0,1,0,0,42,57
0,2,0,0,113,121
0,2,0,2,58,69
0,1,0,0,50,58
0,1,0,0,68,81
0,1,0,0,77,91
0,2,0,0,99,115
0,1,0,0,75,88
0,2,0,2,123,139
0,1,0,0,58,69
0,1,0,0,75,88
0,1,0,0,59,71
0,2,0,2,57,69
0,1,0,0,83,98
0,0,0,0,38,44
0,4,0,0,111,132
0,0,0,0,68,79
0,1,0,0,64,77
0,2,0,0,93,111
0,0,0,0,62,64
0,0,0,0,54,62
0,1,0,1,44,52
0,1,0,0,63,74
0,1,0,1,69,75
0,2,0,0,94,114
0,4,0,0,167,195
0,4,0,0,156,178
0,2,0,0,120,139
0,2,0,0,69,86
0,1,0,1,76,84
0,1,0,0,48,59
0,1,0,0,130,157
0,3,0,3,74,90
0,3,0,3,30,34
0,2,0,1,124,135
0,0,0,0,48,56
0,3,0,3,66,77
0,3,0,2,63,64
0,2,0,2,69,78
0,1,0,2,69,75
0,1,0,1,68,73
0,1,0,1,58,64
0,1,0,1,52,58
0,3,0,3,61,70
0,1,0,1,45,57
0,0,0,0,36,44
0,15,0,0,202,222
0,1,0,1,58,65
0,0,0,0,74,89
0,2,0,1,55,70
0,2,0,1,54,68
0,0,0,0,192,211
0,0,0,0,159,172
0,0,0,0,120,135
0,2,0,2,103,121
0,0,0,0,12,12
0,0,0,0,157,172
0,0,0,0,62,71
0,6,0,2,182,188
0,1,0,0,154,166
0,0,0,0,27,32
0,0,0,0,47,53
0,1,0,0,61,70
0,0,0,0,91,101
0,0,0,0,68,78
0,1,0,1,36,39
0,0,0,0,23,26
0,0,0,0,41,47
0,2,0,0,36,39
0,0,0,0,132,238
0,1,0,0,19,21
0,1,0,0,60,75
0,1,0,0,68,78
0,0,0,0,52,61
0,2,0,0,92,105
0,1,0,0,87,101
0,1,0,0,118,132
0,1,0,1,155,189
0,4,0,0,142,169
0,1,0,0,67,81
0,3,0,3,54,67
0,0,0,0,134,145
0,2,0,1,54,68
0,1,0,0,73,85
0,3,0,0,124,141
0,2,0,0,102,118
0,0,0,0,73,92
0,1,0,1,79,86
0,3,0,3,102,114
0,3,0,0,109,124
0,4,0,4,118,133
0,1,0,0,65,73
0,1,0,1,32,38
0,1,0,0,65,73
0,1,0,0,53,66
0,3,0,0,62,79
0,2,0,1,76,91
0,0,0,0,27,35
0,0,0,0,21,23
0,6,0,0,128,139
0,5,0,3,167,197
0,0,0,0,42,52
0,9,0,0,306,362
0,5,0,5,148,160
0,2,0,1,85,103
0,1,0,0,187,201
0,2,0,0,180,192
0,1,0,0,175,190
0,0,0,0,11,12
0,1,0,1,142,153
0,1,0,1,95,111
0,1,0,1,85,94
0,2,0,2,81,93
0,2,0,0,62,74
0,2,0,0,65,76
0,1,0,1,94,109
0,2,0,2,78,89
0,1,0,1,45,54
0,3,0,3,112,125
0,1,0,1,157,165
0,4,0,3,81,101
0,1,0,1,100,108
0,4,0,3,82,100
0,2,0,2,96,106
0,3,0,3,78,94
0,0,0,0,92,106
0,0,0,0,74,87
0,1,0,1,94,108
0,0,0,0,77,89
0,1,0,0,95,115
0,1,0,0,76,89
0,0,0,0,31,36
0,0,0,0,35,39
0,20,0,20,721,752
0,3,0,1,100,106
0,0,0,0,58,74
0,1,0,0,54,61
0,2,0,0,74,92
0,1,0,1,169,178
0,7,0,0,123,133
0,0,0,0,30,33
0,3,0,3,114,127
0,0,0,0,53,61
0,0,0,0,30,38
0,2,0,0,94,113
0,2,0,2,69,80
0,0,0,0,76,92
0,0,0,0,15,16
0,0,0,0,97,113
0,0,0,0,38,44
0,0,0,0,54,65
0,0,0,0,341,387
0,2,0,0,232,281
0,0,0,0,37,40
0,0,0,0,16,17
1,0,0,0,72,87
0,1,0,0,72,82
0,0,0,0,38,41
0,6,0,0,183,227
0,0,0,0,31,35
0,1,0,1,79,89
0,1,0,0,96,113
0,1,0,0,60,69
0,2,0,0,59,65
0,0,0,0,188,224
0,3,0,0,87,96
0,6,0,1,173,188
0,1,0,0,59,76
0,1,0,0,48,54
0,0,0,0,38,44
0,3,0,1,64,71
0,0,0,0,67,80
0,0,0,0,61,74
0,1,0,1,109,138
0,20,0,0,355,391
0,0,0,0,7,8
0,1,0,0,168,284
0,4,0,0,1296,1698
0,0,0,0,464,880
0,0,0,0,3475,4684
0,0,0,0,333,387
0,0,0,0,672,904
0,0,0,0,1703,1764
0,0,0,0,290,539
1,0,0,0,26,62
0,0,0,0,172,326
0,0,0,0,354,498
0,0,0,0,206,394
0,0,0,0,13,42
0,0,0,0,81,95
0,1,0,0,689,1097
0,0,0,0,21,109
0,0,0,0,137,189
0,0,0,0,9,14
0,0,0,0,77,101
0,0,0,0,99,164
0,0,0,0,41,54
0,0,0,0,47,98
0,0,0,0,24,40
0,0,0,0,45,120
0,0,0,0,20,60
0,0,0,0,66,122
0,0,0,0,82,137
0,0,0,0,34,76
0,0,0,0,19,62
0,0,0,0,113,144
0,0,0,0,24,64
0,0,0,0,54,92
0,0,0,0,26,43
0,0,0,0,33,48
0,0,0,0,99,149
0,0,0,0,33,43
0,0,0,0,21,32
0,0,0,0,37,52
0,0,0,0,31,48
0,0,0,0,69,88
0,0,0,0,136,167
0,0,0,0,93,107
0,0,0,0,50,67
0,0,0,0,81,95
0,0,0,0,66,97
0,0,0,0,28,40
0,0,0,0,65,83
0,0,0,0,40,82
0,0,0,0,40,85
0,0,0,0,33,71
0,0,0,0,64,87
0,0,0,0,123,191
0,0,0,0,31,45
0,0,0,0,29,43
0,0,0,0,12,46
0,0,0,0,21,65
0,0,0,0,24,66
0,0,0,0,28,68
0,0,0,0,21,56
0,0,0,0,68,110
0,0,0,0,91,140
0,0,0,0,54,66
0,0,0,0,36,92
0,0,0,0,33,75
0,0,0,0,31,81
0,0,0,0,26,33
0,0,0,0,97,154
0,0,0,0,47,88
0,0,0,0,65,77
0,0,0,0,39,93
0,0,0,0,294,378
0,0,0,0,42,92
0,0,0,0,56,74
0,0,0,0,78,98
0,0,0,0,66,122
0,0,0,0,68,116
0,0,0,0,333,458
0,0,0,0,209,287
0,0,0,0,68,140
0,0,0,0,130,199
0,0,0,0,36,61
0,0,0,0,41,68
0,0,0,0,59,80
0,0,0,0,26,36
0,0,0,0,25,35
0,0,0,0,36,85
0,0,0,0,28,49
0,0,0,0,35,48
0,0,0,0,182,247
0,0,0,0,25,37
0,0,0,0,92,143
0,0,0,0,35,76
0,0,0,0,62,115
0,0,0,0,26,39
0,0,0,0,32,73
0,0,0,0,35,47
0,0,0,0,107,173
0,0,0,0,98,152
0,0,0,0,38,77
0,0,0,0,54,99
0,0,0,0,118,187
0,0,0,0,40,80
0,0,0,0,37,77
0,0,0,0,36,77
0,0,0,0,33,74
0,0,0,0,35,76
0,0,0,0,35,76
0,0,0,0,159,231
0,0,0,0,40,82
0,0,0,0,343,487
0,0,0,0,28,41
0,0,0,0,94,115
0,0,0,0,62,113
0,0,0,0,25,38
0,0,0,0,38,48
0,0,0,0,88,136
0,0,0,0,74,93
0,0,0,0,66,81
0,0,0,0,75,91
0,0,0,0,7,16
0,0,0,0,22,37
0,0,0,0,34,46
0,0,0,0,23,38
0,0,0,0,25,40
0,0,0,0,26,42
0,0,0,0,43,60
0,0,0,0,70,85
0,0,0,0,92,109
0,0,0,0,28,41
0,0,0,0,79,117
0,0,0,0,26,36
0,0,0,0,76,99
0,0,0,0,32,45
0,0,0,0,35,48
0,0,0,0,47,60
0,0,0,0,45,59
0,0,0,0,89,135
0,0,0,0,39,48
0,0,0,0,35,54
0,0,0,0,103,137
0,0,0,0,229,284
0,0,0,0,26,60
0,0,0,0,14,24
0,0,0,0,55,70
0,0,0,0,25,37
0,0,0,0,1,7
0,0,0,0,1,7
0,0,0,0,1,7
0,0,0,0,1,7
0,1,0,0,104,137
0,1,0,0,476,550
0,0,0,0,16,47
0,0,0,0,142,185
0,0,0,0,33,47
0,0,0,0,31,45
0,0,0,0,16,30
0,0,0,0,328,372
0,0,0,0,17,29
0,0,0,0,26,36
0,0,0,0,17,56
0,0,0,0,27,72
0,0,0,0,31,65
0,0,0,0,35,80
0,1,0,0,29,66
0,0,0,0,26,70
0,0,0,0,12,44
0,0,0,0,27,67
0,0,0,0,23,64
0,0,0,0,38,75
0,0,0,0,56,99
0,0,0,0,11,43
0,0,0,0,14,47
0,0,0,0,29,42
0,0,0,0,27,68
0,0,0,0,23,33
0,0,0,0,19,32
0,0,0,0,26,35
0,0,0,0,4,9
0,0,0,0,24,34
0,0,0,0,30,43
0,0,0,0,26,37
0,0,0,0,23,29
0,0,0,0,6,14
0,0,0,0,7,15
0,0,0,0,35,68
0,0,0,0,26,37
0,0,0,0,52,87
0,0,0,0,27,63
0,1,0,0,39,52
0,0,0,0,25,36
0,0,0,0,26,38
0,0,0,0,38,56
0,0,0,0,42,54
0,0,0,0,27,40
0,0,0,0,38,55
0,0,0,0,10,19
0,0,0,0,14,24
0,0,0,0,26,34
0,0,0,0,21,30
0,0,0,0,34,43
0,0,0,0,18,27
0,0,0,0,24,35
0,0,0,0,30,39
0,0,0,0,2,7
0,0,0,0,17,50
0,0,0,0,39,52
0,0,0,0,21,31
0,0,0,0,67,82
0,0,0,0,49,72
0,0,0,0,16,24
0,0,0,0,34,73
0,0,0,0,36,72
0,0,0,0,14,21
0,0,0,0,13,21
0,0,0,0,20,29
0,0,0,0,23,31
0,0,0,0,39,49
0,0,0,0,26,36
0,0,0,0,13,20
0,0,0,0,17,29
0,0,0,0,28,42
0,0,0,0,21,26
0,0,0,0,37,46
0,0,0,0,48,59
0,0,0,0,273,289
0,0,0,0,249,265
0,0,0,0,77,89
0,0,0,0,50,62
0,0,0,0,19,26
0,0,0,0,51,69
0,0,0,0,65,81
0,0,0,0,5,10
0,0,0,0,138,164
